,평점,일시,감상평
2067,10,2019.06.17 09:50,진심으로 보는 내내 너무 재밌고 좋았어요ㅠㅠ쟈스민 역 맡으신 나오미 스콧님 진짜 예쁘시고 노래도 잘하셔서 너무 좋았어요ㅠㅠㅠ 다음에 또 보러 가고 싶은 영화 1번!!ㅠ
2068,10,2019.06.17 09:47,영화시작부터 끝날때까지 설레였음....
2069,10,2019.06.17 09:21,어벤져스 이후 제일 재미있는 영화
2070,10,2019.06.17 09:13,지니땜에 배꼽잡고 웃었다 ㅋㅋㅋㅋ
2071,10,2019.06.17 09:05,아이들과 함께 봐도 되는..따뜻한 영화 였어요 ^^역시 디즈니자스민.  알라딘. 지니..모두 명품 이였음처음부터 끝까지 눈과 귀 모두 호강
2072,10,2019.06.17 08:39,재밌었어요 연인이랑 보기 좋네요
2073,10,2019.06.17 03:29,올해 개봉해서 본 영화중에 최고일듯 하네요. OST도 아름답고 윌스미스의 연기력과 스토리 전개성은 2시간동안 모든걸 잊게하며 몰입하게 만드네요. 굿굿
2074,10,2019.06.17 02:52,뒷심이 대단한 영화  빠져든다.. 동심의 세계로
2075,10,2019.06.17 02:29,"최근 몇년동안 본 영화 중 제일 재밌었음! 영화 ost, 내용 등 너무 좋고 특히 윌스미스의 스웩 넘치는 지니 역할 넘나 좋음. 또 보고싶음^^"
2076,10,2019.06.17 02:23,사랑해요.. ㅠㅠ 그냥최고에요
2077,10,2019.06.17 02:16,두번보시는걸 추천합니다
2078,10,2019.06.17 01:36,애니메이션과 너무 비슷하게 연출했고 공주님 넘나 이쁨..
2079,10,2019.06.17 01:34,미국이 작정하고 만들면 이렇구나...우와...
2080,9,2019.06.17 01:29,너무 멋지고 음악성도 좋고 한편으 ㅣ뮤지컬같군요.ㅋ
2081,10,2019.06.17 01:09,이런 영화가 나와야 돈이 아깝지 않지
2082,10,2019.06.17 00:36,기생충 기자 평론가 평점 9점. 알라딘 기자 평론가 평점 6점  ㅋㅋㅋ
2083,10,2019.06.16 23:48,"올해  최고의  영화  !!  어벤저스,기생충과  비교불가"
2084,10,2019.06.16 23:42,아이들과 함께 즐겁게 잘 봤어요^^집에서 디즈니 만화로 같이 챙겨봐야겠어요ㅎㅎ
2085,9,2019.06.16 23:40,자스민 겁나 예뻐ㅠㅠㅠ 알라딘 마지막 소원 울컥함..
2086,10,2019.06.16 23:10,제일쓸데없는걱정이 연예인걱정이라더니 난왜윌스미스지니캐스팅을걱정했던가..그냥전생이 지니더만ㅋㅋㅋ자유얻고 배우했네ㅋㅋ
2087,10,2019.06.16 21:03,윌스미스 진짜 하드캐리~~ 역대급인듯합니다^^ 아이때문에 더빙으로봤는데?더빙말고다시또 보고싶네요~
2088,10,2019.06.16 20:48,와 겨울왕급도 재밋엇는데 진짜 이게 더 재밋네여 ㅠㅠ 돈아깝지 않게 잘봣어요 ㅎㅎ 추천이영ㅋㅋ
2089,10,2019.06.16 20:01,인생영화 없던 나한테 인생영화를 만들어준 영화!!!! 그리고 처음으로 영화관에서 3차관람하게 해준 영화
2090,10,2019.06.16 19:02,"보는 내내 입이 다물어지지 않았던, 여태껏 느끼지 못한 감정이 느껴졌다. 너무 아름답고 구름 위를 걷는 듣한 기분이 느껴진 최고의 영화이다. 2시간 동안 최고의 시간을 만끽했다 마치 동화속에 들어간 기분이었다."
2091,10,2019.06.16 18:23,실사판 중에 제일 완벽했던 거 같음. 익히 알던 노래들이지만 가창력 다 좋고 다 매력적이고 특히 여주. 디즈니보통 지루한데 전혀 지루하지도 않았고
2092,10,2019.06.16 18:15,꼭 보세요 보면서 행복해서 울음
2093,10,2019.06.16 18:02,알리딘 영화라 애들이랑 보면 좋겠다싶어 예매했다가 제가 더 빠져서 2주뒤에 4DX로 한번 더 봤지만 또 보고 싶네요. 알라딘 연기 좋고 자스민 공주 너무 이쁜데다 노래까지 완벽하고 지니가 끝장내주는 영화네요. 이런 멋진영화 만들어주셔서 감사합니다.^^ 
2094,10,2019.06.16 16:29,근 몇년동안 본 디즈니중 최고로 잼잇엇음.겨울왕국보다 훨씬 잼나요
2095,10,2019.06.16 16:28,기대없이 갔다가 모든면에서 최고점!힘든 현생의 삶에 따스하고 인간적인 스토리로 희망을 선사..음악 영상 최고+재미와 감동자스민의 speechless는 가슴 찡함..알라딘자스민 지니 아부카펫까지..다시 한번 더 보러 갈 예정..가족과 함께 강추^^ 
2096,10,2019.06.16 16:24,너무너무잼있게봤어요
2097,10,2019.06.16 15:56,윌스미스덕분에 죽기직전까지 웃다옴 동생이 보러가자했을때 뭐 그런걸봐...??했는데 다 보고나서 이런 영화 보게해줘서 고맙다고 동생한테 밥사줬음 진짜 명작
2098,10,2019.06.16 15:51,말로 설명할수 없는 영화 그냥 보세요
2099,10,2019.06.16 15:28,평범한 애니매이션인줄 알았는데 기대이상임
2100,10,2019.06.16 15:24,대박이 날듯 싶네 ㅋㅋㅋㅋ 비주얼이 상상이상임돠!!
2101,10,2019.06.16 15:12,진짜 적극추천 특히 OST가 장난아니니 눈과귀가 즐거워요!
2102,10,2019.06.16 14:49,자스민 최고이 최고였다.
2103,10,2019.06.16 14:47,그냥 최고ㅠㅠ 또 보려구요..
2104,10,2019.06.16 14:45,기생충을 본 나의 벌렁대는 가슴을 알라딘으로 힐링함 ㅠ
2105,10,2019.06.16 13:36,온 가족이 볼수 있는 영화!! 모두 추천!!
2106,9,2019.06.16 13:34,지니 윌 스미스 없음 큰일날 뻔 지니가다함
2107,10,2019.06.16 13:27,어른이 봐도 재밌고 공주가 예뻐요
2108,10,2019.06.16 13:20,윌스미스ㅋㅋㅋ와.최고.
2109,10,2019.06.16 13:13,아 또볼꺼야 또 볼꺼야끝부분에서 우니까 딸이 손잡아줬떠여ㅋㅋ
2110,10,2019.06.16 13:03,윌스미스로 인해 한층 힙해진 아뤠이비안 나아잇~
2111,10,2019.06.16 12:54,너무 환상적이어서 4번이나 봤어요~~ 4D로도 봤는데 앞자리에만 눈이 날려서 그건 아쉬웠어요. 하지만 양탄자 탈 때는 너무 좋았어요- 초등2학년
2112,10,2019.06.16 12:46,"애니메이션 실사라고 해서 시쿤둥한 마음으로 봤는데 왠걸  너무 재미있습니다. 정말 시간가는지도 모를 정도로 빠져들었어요.  간만에 재미있는 영화를 봤네요. 영상, 음악,스토리, 심지어 원숭이 바부까지 너무 좋았어요"
2113,10,2019.06.16 12:43,잠시나마 동심으로 돌아가 너무 행복해습니다~~
2114,10,2019.06.16 12:39,자스민 노래가 심금을 울린다
2115,10,2019.06.16 12:35,넘넘 재미있어요 힐링이필요 하신분들 꼭 보세요
2116,10,2019.06.16 12:25,시간 가는 줄 모르고 봤네 최고다
2117,10,2019.06.16 12:23,으아 캐릭터 다 매력있음
2118,10,2019.06.16 12:07,"어릴때 알라딘 만화영화 테이프 늘어질때까지 봤는데 그때 감동이 다시 밀려옵니다. 자스민, 알라딘, 지니 셋다 연기 잘 합니다. 노래도 좋습니다."
2119,10,2019.06.16 11:53,왠 식상한 아라비안 나이트인가 했더니 새로운 버전업. 환영합니다
2120,10,2019.06.16 11:50,어제 보고왔어요 보고나면 즐거워지는 느낌
2121,10,2019.06.16 11:46,최고다 정말 쟈스민 혼자 노래 부를 때 울컥함
2122,10,2019.06.16 11:39,재밋네용 자스민존예노래도 잘하고
2123,10,2019.06.16 11:32,최고 너무 잘 보고왔어요 ㅠㅠㅠ
2124,10,2019.06.16 11:30,정말 재밌어요 어른들이 봐도 재밌는 영화예요^^또 보고 싶은 영화!!나도 모르게 들썩들썩하게되는 마법 !!윌스미스 아니면 지니는 상상 할수 없게 되었네요 ㅋㅋ
2125,10,2019.06.16 11:27,진짜 최고에요.. 디즈니 실사판 영화중 가장 기억에남고 제일 재밌었던것같아요 진짜 하나도 빠짐없이 오에스티 진짜 사랑해요ㅠㅠㅠㅠ 진짜 영화로 보는데 뮤지컬보는줄 알았어요 계속 다시 보고싶어서 두번더 보기로 했어요 ㅎㅎㅎㅎ 알라딘 짱 !!!! 인생영화ㅠ 
2126,10,2019.06.16 11:19,나도 지니 갖고싶다..
2127,10,2019.06.16 10:32,진짜 자스민 솔로 나올 때 입 막음... 미쳤다 편견을 깨부수고 나오는 자스민 너무 멋있다
2128,10,2019.06.16 10:15,돈이 안아깝다 노래도 다좋음
2129,10,2019.06.16 10:14,진짜 디즈니 영화 중 최고로 재밌게 봤다
2130,10,2019.06.16 10:12,유치하지않아요~ 재밌게봄
2131,10,2019.06.16 10:02,어릴적 알라딘 애니는 즐거움을 주기에 충분했었다.중년이 되어 기억 저편에 있던 추억을 소환하듯  실사화한 영화는 보는내내 즐거움에 지루할 틈도 없었다.온가족이 함께 보기에도 무난한 영화 추천 합니다.
2132,10,2019.06.16 09:52,"그냥 이 영화는 보러가세요 보러가면 상상초월의 재밌고,감동적이고,화려한 영화 한편을 보실거예요 저에겐 너무나 아름답고 황홀한 영화였습니다"
2133,10,2019.06.16 09:33,영화 시작할때부터 너무 재미있을거 같다는 생각이 들었는데 진짜 기대 이상이었다 시작부터 화려하고 색감도 예쁘고 오에스티는 말할것도 없이 너무 좋다 지루하지않고 시작부터 끝까지 다 재미있었음 감동적인 영화임!
2134,10,2019.06.16 07:51,진짜 재밋어요 심야로봤는데도 하나도 안졸고 끝까지 집중하고 보앗습니다
2135,10,2019.06.16 07:17,재밋당 스토리 다알고있어도 재밌음
2136,10,2019.06.16 05:21,아 윌스미스♡♡애니에이션과는 다른재미
2137,10,2019.06.16 04:39,최고에요  뮤지컬 븨아피석에서본듯한 감동
2138,10,2019.06.16 03:56,2시간동안  정말 재밌었습니다. 특히 동굴씬이랑 왕국입장씬은 정말 한편의 뮤지컬을 보는듯했어요
2139,10,2019.06.16 03:39,진짜 제목 지니와친구들로 바꿔야할듯 ㅠㅠㅠㅠ노래 며칠동안 계속 맴돌아서 큰일 ....너무너무너무 재밌었어요ㅋㅋㅋ
2140,10,2019.06.16 01:45,지니 윌 스미스를 보면서 마스크 짐캐리가 보였다 지니 넘나 웃기고 연기도 굿~자스민 공주 너무 예뻐요~얄미운 앵무새아부는 CG지?웃다가 울다가 이런 실사 영화는 없었다
2141,10,2019.06.16 01:31,그냥 말이 필요없어요 한 번만 보면 아쉬운 영화
2142,9,2019.06.16 01:22,"하 진짜 영화는 재밌었는데 애 소리 때문에 집중이 안됐다. 일부 부모님들아. 자녀가 영화에 집중 못하는 성격이면 영화관을 오지 말던가, 아니면 교육을 잘 하던가 하셔야죠..."
2143,9,2019.06.16 01:13,이영화는 지니에 울고 지니에 감동하고 화려함에 감동하고 너무너무 즐거웠다 2시간동안 너무 즐겁고 감사하다
2144,10,2019.06.16 01:09,디즈니 실사영화중 최고입니다. 보고나면 행복해지는영화!
2145,10,2019.06.16 01:04,최근영화 중 가장 좋았어요 또 예매함!
2146,10,2019.06.16 00:56,윌스미스가 캐리했다.
2147,10,2019.06.16 00:33,실사중 단연 최고 환상적인 양탄자하늘 씬이랑 완벽한 캐릭터 재현으로 어릴 적 그때로 돌아간 기분.지니는 윌 스미스 자체
2148,10,2019.06.16 00:31,그냥 꿀잼 그자체 올해의 영화
2149,7,2019.06.16 00:09,매직 카펫 라이드를 타고 떠나는 향수여행
2150,10,2019.06.15 23:57,인생최고의 영화!나이 서른에 영화보면서 전율을 느끼긴 처음
2151,10,2019.06.15 20:42,애니메이션이 실사로 이렇게 구현될 수 있다는 게 놀랍습니다. 최고!!!
2152,10,2019.06.15 20:41,완전감동이였어요..최고최고!
2153,10,2019.06.15 20:35,2d 4dx 다 봤는데 꼭 극장에서 큰화면으로 보시고 왠만하면 4dx로 보시는거 추천이요~!!!
2154,10,2019.06.15 20:16,요 몇년동안 이렇게 시간가는지 모르고 본 영화예요 아름답고 어렸을때의 추억이 ㅎㅎㅎ추천
2155,10,2019.06.15 19:04,노래가 하나하나 정말 좋았어요. 자스민이 노래를 부를 때는 정말 몸에 소름이 돋았어요! 무엇보다 공주가 술탄이 된다는 스토리가 마음에 들었어요. 한 번 더 보고싶어요!
2156,10,2019.06.15 18:52,원래 영화보고 이런 글 안 쓰는데 이건 꼭 보세요 본 영화 또 보는 거 돈 아깝다고 생각하는 사람인데 이건 또 보러 갈 생각입니다 진짜 디즈니 사랑입니다♥♥
2157,10,2019.06.15 18:09,그냥 너무 좋은 인생영화
2158,10,2019.06.15 17:04,최고입니다...믿고보는 디지니..
2159,10,2019.06.15 17:00,정말 재밌다. ost도 다 너무 좋았고 배우들 연기도 괜찮았고 개인적으로 애니보다 실사화된게 더좋다
2160,10,2019.06.15 16:59,"너무 즐거운 영화, 보면서도 보고나서도 즐거운 영화가 좋다 이제."
2161,9,2019.06.15 15:45,디즈니 노래 나올 때부터 감격 시작 ㅋㅋ
2162,10,2019.06.15 15:34,최고야 퍼펙트하다. 자스민 심각하게 예쁘다
2163,10,2019.06.15 12:57,처음 애니 봤을 때의 감동이 되살아나네요. Ost도  너무 멋지고 월스미스 최고입니다
2164,10,2019.06.15 12:40,가이리치가 뮤지컬 영화를 이런 의심을 했는데 오히려 가이리치의 감각적인 연출이 빛이 났다
2165,10,2019.06.15 12:36,넘재밌고 아름답고 잘만든영화~
2166,10,2019.06.15 12:22,울면서 봤다... 어린시절 추억을 아름답게 되살려준 최고의 영화...
2167,10,2019.06.15 12:16,최고였습니다 여주인공 진짜 이쁘고 윌스미스 역시는역시!!
2168,10,2019.06.15 12:08,아리비안~나잍~~~
2169,10,2019.06.15 09:26,지루할 틈이 없음. 요즘 스트레스 받았었는데 이거 보고 확 풀림!
2170,10,2019.06.15 08:19,"윌스미스, 또 하나의 대표작이 생겨났다."
2171,10,2019.06.14 23:44,"아는 캐릭터에 아는 전개, 아는 노래인데 아는 맛이 무서운 영화. 이집 CG잘하네!!"
2172,10,2019.06.14 23:19,모든게 완벽한 최고의 영화
2173,10,2019.06.14 23:09,별 기대는 안했지만 개꿀잼이누
2174,10,2019.06.14 22:56,ㅋㅋ 최근들어 제일 재밌게봤어요
2175,10,2019.06.14 22:56,ㅠㅠ 원래 평같은거 안남기는데...진짜 최고예요..♡
2176,10,2019.06.14 21:46,아정말..지니 역할은 윌스미스밖에 못할듯ㅋㅋ 음악도 신나고 영상미도 화려하고 신나는 뮤지컬 한편보고온 느낌입니다. 완전 강추합니다. 두번보셈 세번보셈
2177,10,2019.06.14 21:45,"OST 들과 함께 어울려져 너무 좋았어요 a whole new world, speechless, arabian nights등등 뮤지컬 같고 좋았어요 ~"
2178,10,2019.06.14 21:34,"영상미도, 노래도, 스토리도 너무 예뻐서 시간가는줄 모르고 감상했어요~! 4D로도 감상해보고싶어요 ㅎㅎ"
2179,10,2019.06.14 20:53,와 미쳤어요 진짜 다들보세요
2180,10,2019.06.14 20:52,아름다운 영화입니다^^
2181,10,2019.06.14 20:25,두말할것 없이 10점 너무너무너무너뮤 재밌어
2182,10,2019.06.14 20:21,지금 4번째 보는 중이에요. 나오미 스콧 진짜 예쁘고 엄청 잘 만든듯
2183,9,2019.06.14 20:12,생각보다 윌스미스 지니 연기 잘함 ㅋㅋㅋ
2184,10,2019.06.14 19:41,자스민 존나이쁘다ㅅ ㅅㅇ
2185,10,2019.06.14 17:53,너무너무좋아영 짱짱맨이에요
2186,10,2019.06.14 17:20,무조건 극장가서 보고와야해요! 나이상관 없이 모든 연령층이 공감할 수 있고 눈과 귀가 호강하고 옵니다! 최애배우들 너무 사랑합니다~
2187,10,2019.06.14 17:16,영상미 노래 연기 다좋지만 cg도 엄청나다 세상 많이좋아진걸 느끼게해주는거같다..
2188,10,2019.06.14 16:41,최고의 인생영화. 꼭 4D로 보시길. 말이 필요 없음
2189,10,2019.06.14 16:01,일요일 아침 디즈니 만화동산을 보던 애들이 어른이되서 새롭게 보니 너무 재밌네요
2190,10,2019.06.14 15:42,"4d로  꼭 보세요, 환상 적이고 행복해져요~♡"
2191,10,2019.06.14 14:51,아라비안ㅍ나이트 부터 너무 좋았다 대작냄새 풀풀...4d로 또보고싶어
2192,10,2019.06.14 14:49,"그냥 최고라는 말 밖에 안나오네요,,"
2193,10,2019.06.14 14:29,그냥 최고다 말이필요없음!!!
2194,10,2019.06.14 14:05,최고다.  눈과귀가 호강하는시간. 재밌고 멋있고 소름돋던 영화. 고민도하지말고 봐야할영화
2195,10,2019.06.14 14:04,"디즈니 실사판중 단연 최고ost와 영상,  색감, 배우들의 캐스팅까지 완벽 그 자체"
2196,10,2019.06.14 13:46,기대안하고 봣다가 정말 재밌게봣습니다.양탄자타구 하늘을날때는 꿈을꾼것같네요 재밋었었어요다시볼생각도있어요
2197,10,2019.06.14 13:26,너무 아름다운 영화였습니다 뮤지컬 보는 기분으로 잘 봤어요
2198,10,2019.06.14 13:11,아아아앙 그냥 꿀잼입니다. 알라딘 보고 와서 휴유증 심하게 와서 멜론 결제해가지구 주구장창 노래 듣고있네요ㅠㅠ포디가 그렇게 쩐다길래 포디보러 또 갈생각입니다 알라딘 제발 대박나주세요 ㅠㅜ
2199,10,2019.06.14 13:08,가이 리치 감독 인생작.
2200,10,2019.06.14 13:06,너무좋아 갑자기 그냥 막 행복해진다
2201,10,2019.06.14 12:37,제 인생 최고의 영화입니다 ㅜㅜ
2202,10,2019.06.14 12:36,여주가 너무 매력적이었어요 보는내내 몰입이 잘됐고 여운도 많이 남네요 볼수 있어서 좋았어요  음악때문에 다시 보고 싶기도 해요
2203,8,2019.06.14 10:43,동화지만 동화같은 영화입니다
2204,10,2019.06.14 10:12,우리집 기가지니도 소원 들어줬으면 좋겠다
2205,10,2019.06.14 09:50,"스토리좋고~아름다운영상에~배우들연기,ost까지 뭐하나 빠지는게없이 퍼팩트~!!!윌스미스  지니짱~^^"
