,평점,일시,감상평
11197,10,2019.06.02 01:21,기대를 안해서 그런지 유쾌해지고 기분 좋아지는 영화
11198,10,2019.06.02 01:19,최고 다른 말이 필요없다.
11199,10,2019.06.02 01:19,"너무좋아요...음악,색감,배우 모든게 예뻤어요! 디즈니 짱짱맨"
11200,10,2019.06.02 01:15,진짜 적극 추천합니다^^ 아이들하고 같이 봐도 좋고 어른들끼리 봐도 좋아요 동심으로 돌아간거같은 기분입니다^^ 힐링햇어요ㅎ
11201,10,2019.06.02 01:13,너무 기분 좋아지는 영화! 영상미 아주 화려하고 주인공들 케미도 좋았음! 아부 깨알재미에~ 여주는 이뻐서 넋놓고봄ㅋㅋ
11202,10,2019.06.02 01:10,OST가 잊혀지지 않아요!!ㅠㅠ
11203,10,2019.06.02 01:06,나오미스콧 너무이쁘고 디즈니 미쳣다ㅜ졸잼반햇어~
11204,10,2019.06.02 01:06,정말 미쳤어요ㅠㅠ 엄청난 행복감을 주는 최고의 영화ㅜㅜㅜ또 볼거예요!!!! 무조건 보세용!!!! 배우들 다 멋있고 ost도 너무 좋아요ㅠㅠㅠㅠ
11205,10,2019.06.02 01:05,2시간동안 꿈꾼거 같이 행복했어요
11206,10,2019.06.02 01:05,매우 아름답습니다요옹
11207,10,2019.06.02 01:01,너무재밋고 ost너무좋아요..디즈니작중 제일좋은듯..또보고싶어요
11208,10,2019.06.02 01:00,재미 감동 화려함 다 사로잡음ㅎㅎ 마지막 결말도 넘 마음에 들었어요
11209,9,2019.06.02 00:59,자스민이랑 지니가 영화를 잘 살렸고 결말도 마음에 들어요 정작 살려주길 바랬던 부분이 잘 안된건 아쉽지만 괜찮은 영화였어요
11210,10,2019.06.02 00:58,모든게 완벽함 스토리 연출 주연배우 조연배우까지 모든게 완벽 정말 잼있습니다.
11211,10,2019.06.02 00:56,WIN SMITH!!
11212,10,2019.06.02 00:52,"연기, 스토리, 음악, 노래 모든면에서 최고!!"
11213,10,2019.06.02 00:52,정말 너무 재밌었어요..OST도 넘 좋고 배우들도 다 넘 멋지세요!
11214,10,2019.06.02 00:48,완전 재밌고 뮤지컬 영화 최고..!
11215,10,2019.06.02 00:47,지니가미쳤고..귀여워미쳤고윌스미스랑동시대에살았는뎋ㅎ다시부활한거같아 지니가다한영화~모두잘했지만ㅠㅠ
11216,10,2019.06.02 00:46,4d로도 보세요  양탄자 타고 하늘을 나는 기분이었습니다  최고!
11217,10,2019.06.02 00:43,완전대박 !! 인생영화?? 최고예요
11218,10,2019.06.02 00:43,형 댓글 첨 달아본다 말이 필요없다 꼭 봐라
11219,10,2019.06.02 00:40,재탕하고싶은 영화는 처음임 역시디즈니.
11220,10,2019.06.02 00:40,미스터히치가 지니로 돌아왔다ㅋㅋㅋㅋ윌스미스의 하드캐리가 돋보인 영화ㅋㅋㅋ
11221,10,2019.06.02 00:39,지루할 틈이 없었던 영화 월스미스 역할 하신 분 좋으네요 감동이 있는 알라딘 꼭 보세요 추천합니다^^
11222,10,2019.06.02 00:38,윌스미스가 캐리한 영화 졸쟘
11223,8,2019.06.02 00:37,기존 애니보다 30분 정도 늘어났지만 오히려 기존애니보다 생략된 장면이 많고 자파의 묘사가 너무 아쉬웠지만 OST가 너무나도 만족스럽고 윌스미스의 지니 연기 또한 재미있었고 쟈스민의 연기와 노래 또한 너무 좋았습니다 
11224,10,2019.06.02 00:33,2번 봄. 말이 필요없음
11225,7,2019.06.01 23:56,지니 짱짱맨 월 스미스 짱짱맨
11226,10,2019.06.01 23:55,원작의 광팬인데 원작보다 더 좋다고 말할 수 있습니다! 알라딘은 만화속에서 나온듯 싱크로율이 좋았고 자스민은 한시도 눈을 뗄 수 없을 만큼 아름답고 매력적이었어요  윌스미스의 지니는 말할 나위 없는 하드캐리!! N차 관람 예약입니다!! 
11227,10,2019.06.01 23:55,오늘 2회차 찍었음~~~
11228,10,2019.06.01 23:50,크 영화끝나고 헤어나오지를 못하겠어요♥
11229,10,2019.06.01 23:49,디즈니 실사중에 제일 재밌다! 지니 특유의 깐족거림으로 화려한 마법을 부리며 노래까지 불러대니 안재미있을 수가 없음! 한편의 뮤지컬을 보는 기분이기도 했는데 노래마저 다 좋았다. 귀에 익은 명곡들.윌스미스 지니 안시켜줬으면 어쩔뻔했나 정말 잘어울렸다. 
11230,10,2019.06.01 23:45,소녀시대가 부릅니다 ‘소원을말해바’(feat.지니뮤직)
11231,10,2019.06.01 23:44,롯데월드퍼레이드본느낌
11232,10,2019.06.01 23:43,"진짜 최고입니다. 보고 나면 기분이 업되어 있습니다. 너무 좋습니다. OST 도 좋고 내용도 , 좋고,  화면도 아름답습니다. 꼭 보세요."
11233,10,2019.06.01 23:40,스토리도 좋고 중간중간 뮤지컬형식으로 노래 부르는데 너무 벅차고 감동적이였어요. 윌스미스나올때는 항상 너무 웃기더라구요 ㅎㅎ 완전 명작 ㅠ
11234,10,2019.06.01 23:37,윌스미스 하드캐리 나머지도 다 잘함 재밌었다
11235,10,2019.06.01 23:36,판타스틱 그자체^^ 내일 또보러가요^^
11236,10,2019.06.01 23:24,개핵존잼ㅠ 아부랑 양탄자 너무귀여워서 죽음 알라딘도 귀엽고 세상에서 춤젤잘춤 자스민도 이쁘고 멋있고 걍 개쩜 그리고 젤쩌는건 지니 갓스미스 걍 지니그자체 지니 안했음 어쩔뻔
11237,9,2019.06.01 22:31,디즈니 알라딘 원작을 본사람이라면 절대 피해갈수없는 뽕이차오른다. 후반부의 각색이 너무 늘어지고 집중하기 힘든점 빼면 완벽한 새로운 알라딘 영화. 윌스미스는 지니 그자체. 애니속의 세계를 실화로 볼수있다는점은 큰 매력 
11238,10,2019.06.01 22:29,진짜 연기력도 대박이고 만화랑은 차원이 달라요제가 어릴때 알라딘을 봐서 그런지 마지막 내용을 까먹었었는데 다시 기억을 찾게 해준 영화예요너무 재밌어서 할말이 너무 많지만 하지 않을께요한번쯤 꼭 보셨으면 하는 영화입니다  ㅎㅎ 
11239,10,2019.06.01 22:28,진짜 원작과 똑같고 벌써 몇년전에 들었던 노래를 기억하고 있었다는 걸 알았다. 진짜 옛날생각 나서 울컥하기도 하고 울적하기도 했음..ㅜ다시 보고 싶어지는 영화다. 굳
11240,10,2019.06.01 22:28,그냥 최고라는 말 밖에는..
11241,10,2019.06.01 22:28,시간 가는줄 모르고 봤네요 간만에 힐링영화였어요
11242,10,2019.06.01 22:27,재밌어요 역시 디즈니.
11243,10,2019.06.01 22:13,영화를  잘 만들었다. 재미있었다.
11244,10,2019.06.01 22:12,7살 애기랑 재미있게 봤어요~~~^^
11245,10,2019.06.01 22:09,최고 소름돋음 감동 최고
11246,10,2019.06.01 22:08,윌스미스의 원작 지니를 뛰어넘는 극강하드캐리
11247,8,2019.06.01 22:08,원작보다 더 훌륭한 원작의 실사재현. 알라딘보다는 자스민 공주가 영화의 중심이 되었음.
11248,10,2019.06.01 22:08,재밌긴 했지만 개인적으로는 원작과 모티브를 좀 해친듯한 중간의 자스민 독창이 좀 억지스러웠어요. 전체곡 분위기랑 어울리지 않게 갑자기 렛잇고가 나왔달까. 디즈니가 얼음왕국의 성공을 굉장히 뒤따르려했단 느낌이. 그외엔 전체적으로 너무 재밌게 봤습니다. 
11249,10,2019.06.01 22:06,너무 재밌어요! 여주 예쁘고 지니 카리스마 최고! Speechless 다시 한 번 듣고 싶네요
11250,10,2019.06.01 22:06,영화 너무 재미있네요..근래에 본영화중 최고입니다^^
11251,10,2019.06.01 22:05,한편의 동화같은 느낌. 이걸 재현해내다니 정말 놀라울 뿐이다 원숭이랑 양탄자 너무 귀여워 ㅎㅎㅎ
11252,10,2019.06.01 22:04,너무재미있어요 ㅠㅠㄴ띵작
11253,10,2019.06.01 22:01,노래도 그렇고 모두 다 완벽했어요!!!!
11254,10,2019.06.01 22:00,동화같은 이야기를 실사로 표현하는데과장됨이 없이 너무 자연스러움무엇보다 현실에 지니가 있다면 윌스미스일것 같은 완벽한 연기...시간이 너무 짧아~~
11255,10,2019.06.01 21:54,정말 어린아이처럼 즐겁게 봤다. 노래 전체적으로 다 좋았지만 역시a whole new world가 제일 좋았다.
11256,10,2019.06.01 21:53,진짜 너무 행복했어요 요근래 봤던 영화들 중에 가장 좋았어요
11257,10,2019.06.01 21:50,제대로 힐링~~했습니다
11258,10,2019.06.01 21:47,A whole new world ㅠㅡㅠ
11259,9,2019.06.01 21:46,여러모로 최고의 영화였다
11260,10,2019.06.01 21:45,정말  최고였어요 ~스케일도 최고~뮤지컬도 최고~지니도 넘 잼있고~감동도 있고~교훈도있고~내용도 탄탄하고~7살딸땜에 더빙으로 봤는데영어로 다시 보고싶을만큼 최고입니당^^
11261,10,2019.06.01 21:42,미쳤다 진짜 몇 번이고 더 찾아볼 영화
11262,10,2019.06.01 21:42,너무 재밌고 오히려 원작보다 더 풍성하고 재밌네요 스피치리스 노래 너무 좋고 윌지니 너무 재밌어요
11263,10,2019.06.01 21:39,쟈스민너무멋져요 감동
11264,10,2019.06.01 21:38,보는내내 행복했다 그리고 울컥했다
11265,10,2019.06.01 21:37,지니야 내 소원도 들어줘~!!
11266,10,2019.06.01 21:36,예전 알라딘은 소프트하고 이번 알라딘은 역동적임
11267,10,2019.06.01 21:36,너무너무너무 최고로 아름답다
11268,10,2019.06.01 21:36,연출 영화느낌이 매우좋았다상상도못한영화
11269,10,2019.06.01 21:33,진짜 .. 여운이 남는 영화
11270,10,2019.06.01 21:32,음악 좋고 연기 좋고 참 재미있게 잘 봤다. 어려서 봤던 만화영화를 이렇게 볼 수 있다니 너무 감사한 일이다.
11271,10,2019.06.01 21:30,예전에 감동을 실사로 느끼는 기분 묘한 느낌... 아름다운 영상비와 음악들... 보길 잘했다는...
11272,10,2019.06.01 21:28,아이들과 같이볼수 있는 어른과 아이들이 모두 흥미롭게 볼수 있는영화인거같아요. 간간히 지니대사 또한 명대사네요..
11273,10,2019.06.01 21:28,"수없이 많은 영화를 봐도, 한번도 평점, 후기 남긴적이 없는데알라딘 진짜 최고네요"
11274,10,2019.06.01 21:27,졸잼입니다여러분 ㅠㅠ
11275,8,2019.06.01 21:27,흥미롭게 잘 봤습니다. 군더더기없는 진행에 재밌네요. 바른교훈과 빠져는 내용. 역시 믿고보는 디즈니
11276,10,2019.06.01 21:25,진짜 존잼 ㅋㅋㅋ여태까지 본영화중 제일 많이웃음
11277,10,2019.06.01 21:21,아주 괜찮았음 아이들과함께 즐거운시간
11278,10,2019.06.01 21:16,두번봤어요!주인공들넘이쁘구멋지고지니너웃겨요ㅋㅋ또보고싶네용ㅎㅎㅎㅎ
11279,10,2019.06.01 21:15,애니메이션으로 10번 넘게 본 영환데 실사 영화도 증말 너무 좋다 꼭 극장에서 봐야될 영화! 나 이거 세번 넘게 볼거 같아 DVD도 소장해야지!!
11280,10,2019.06.01 21:07,미쳤어... 아 진짜 소름돋아 너무재밌어ㅠㅠㅠㅠ
11281,10,2019.06.01 21:01,개 존잼이에여 ㅠㅠ 안 보신 분들 꼭꼭 보세요
11282,10,2019.06.01 20:42,너무너무 재미있어요 좋아요
11283,10,2019.06.01 20:40,정신없이 빠져들어보았어요 재미와 감동가득
11284,10,2019.06.01 20:37,어릴때 일요일 8시 강제 기상 시켜주던 디즈니 만화동산 생각도 나고 ㅋㅋ 아라비안 나이트 나올때 감동
11285,10,2019.06.01 20:35,역대 디즈니 실사화 영화중에 단연코 최고다. 정말 망설이지말고 그냥 에매하세요 강력추천 ㅠ_ㅠ
11286,10,2019.06.01 20:33,행복해지려면 보러가세요 ~~~~
11287,10,2019.06.01 20:28,오늘 봤는데 넘나 잼있음~ ^^윌 스미스 지니 찰떡!!
11288,10,2019.06.01 20:24,영상미가 최고. 익숙한 음악에 잊었던 어린 시절도 생각나면서 애틋하고 그랬네요.
11289,10,2019.06.01 20:23,"꿀잼!!!!에니메이션보다 컴퓨터 그래픽으로 해서 그런지 더 실감나고자스민, 일라딘 역 모두 잘 했지만 전 지니가 맘에 들어요  노래 들을 때 저절로 같이 춤추게 되네요아! 에니메이션으로 볼 때도 느꼈지만 너무 귀여운 아부!! 여기선 더 귀여워요 "
11290,10,2019.06.01 20:19,처음으로 영화 리뷰를 달게 만든 영화네요. 영상미랑 여주인공의 노래가 전율이 흘렀습니다.
11291,10,2019.06.01 20:14,와 너무 재밌었어요 인생영화 등극
11292,10,2019.06.01 20:13,진짜 이런 영화 안좋아해서 안보려다 친구랑 봤는데 진짜 제 편견이 깨질정도로 재밌어요..진짜 동화속에 들어갔다 나온것 같았어요..영화 집중해서 보실분들 꼭 조조나 심야로 보세요..애들 떠드는 소리가 진짜 환장해요.. 
11293,10,2019.06.01 20:12,영화관에서 한번 더 보고싶은 영화
11294,10,2019.06.01 20:11,시간가는줄 모르고 6살딸과 눈물흘리며 봄
11295,10,2019.06.01 20:11,화려한 색채가 너무 아름다웠어요. 더빙이라 큰기대없었는데 정배우님의 연기도 너무나 멋졌어요.
11296,10,2019.06.01 20:10,너무 재밌어용 눈과 귀가 즐거운..
11297,10,2019.06.01 20:08,예상보다 너무 잼있게 잘봤어요 추천!!!
11298,10,2019.06.01 20:07,꿀잼임~ 강추강추!!
11299,10,2019.06.01 20:06,"어른의 시간을 거꾸로 가게 만들어주는 보석같은 영화, 잠깐 내안의 동심이 나와 알라딘과 두시간동안 날으는 양탄자를 타고 여행을 다녀왔다"
11300,10,2019.06.01 20:05,미녀와 야수 처럼 감동적이고 재밌어요 지니랑 제스민 특히 기억에 남네요~
11301,10,2019.06.01 20:05,극장에서 안 봤으면 후회했을 영화
11302,10,2019.06.01 20:03,믿고 보는 디즈니라는 말이 절로 나오는 영화... 윌스미스의 지니라니... 상상이 안됐지만 의외의 꿀캐스팅인듯 ㅎㅎ
11303,10,2019.06.01 20:00,진짜 돈 주고 다시 보고 싶은 영화 없었는데 돈 주고 한 번 더 보고싶다 4d로 보세요!!
11304,10,2019.06.01 19:59,쟈스민 역 나오미 스콧 (Naomi Scott) 하드캐리 쩔어요~  A Whole New World 노래 장면은 역시 명장면이고 애니랑 다르게 쟈스민이 강인한 여성상을 보여준 부분이 인상적이었어요~
11305,10,2019.06.01 19:57,정말 캐스팅 하나는 엄청 잘했다.. 나오미 스콧의 노래는 진짜 대단했어요
11306,10,2019.06.01 19:56,좋은 노래와 감동이 있었습니다.
11307,10,2019.06.01 19:54,진짜진짜 너무재밌음 오리지널보다 나음 참고로 저는 진성 디즈니 알라딘빠
11308,10,2019.06.01 19:54,정말 빠져드는 노래와 연기가 돋보였습니다.저희 엄마도 정말 재밌어하셨고요.추천 합니다!!!
11309,10,2019.06.01 19:53,누구나 꿈꾸는 아름다운 이야기 속의주인공
11310,10,2019.06.01 19:48,영화관에서 나오기 싫었네요 어린시절에 보고..내용 뻔히 아는데도 어떻게 이렇게  재밌을수가있죠? 박장대소하게되는 부분도 있고 어른이 되었는데도 너무 재밌게 보았네요
11311,10,2019.06.01 19:48,노래 나올때마다 가슴이 너무 벅찼어요
11312,10,2019.06.01 19:48,어릴때 보던 애니메이션의 감동 그대로 넘 재밌어요 윌스미스 연기 넘 매력적이에요
11313,9,2019.06.01 19:47,재에미잇어어요오오짱잼조냊ㅁ
11314,9,2019.06.01 19:45,원작을 정말 50번도 넘게봐서 실사 미스캐스팅인줄 알고 안보려했는데... 아쉬운 점도 있지만 잘 어울렸고 웅장했고.. 무엇보다 갓스미스랑 자스민 너무 예뻐
11315,10,2019.06.01 19:36,"어릴적 동생손잡고 알라딘 계속본기억이 났다.노래도좋고..감동, 웃음도있고 보는중에 계속행복했었다..7살 딸이 너무 잼있었다면서 지금까지본영화중 최고라고.!개인적으로 힘들어하는 남동생 생각에 난 눈물이 났다..다잘될꺼야 힘내..내동생..사랑해! "
11316,10,2019.06.01 19:35,꿀잼 아이랑 보느라 더빙으로 봐서 아쉽지만 그래도 재미있었어요~^^
11317,10,2019.06.01 19:34,어릴때 봤던 환상적인 장면과 노래들이 다시 떠올라서 너무 좋았고 지니가 주접떠는게 너무 재밌었다. 디즈니 실사영화 중에서 제일 좋았음
11318,10,2019.06.01 19:33,33살 아저씨인데 울면서 영화봤어요
11319,10,2019.06.01 19:30,동화속에 푹 빠졌다가 엔딩크레딧 올라가는 순간 계속 더 보고싶어 넘 아쉬웠던 영화.배우들 연기.연출.ost까지 미쳤다~윌스미스 지니 사랑해요!
11320,10,2019.06.01 19:18,나오미 스콧 넘 예보여ㅠㅠㅠㅠ
11321,10,2019.06.01 19:18,윌스미스 윌스미스 하는 이유가 있다는 걸 느꼈어요. 로빈윌리엄스 지니가 너무 강해서 처음에는 거부감이 들었는데 지니 그 자체네요.
11322,10,2019.06.01 19:18,한바탕 꿈을 꾼 것 같아요 환상적인 장면들과 음악 모두 너무 좋았어요 아이들 데리고 보기 좋은.. 특히 살짝 바뀌어진 스토리가 원작보다 훨씬 더 좋았네요 저는.. ^^
11323,9,2019.06.01 19:16,My best movie in my life
11324,10,2019.06.01 19:15,최고다ㅠ 어릴 때 일요일마다 티비 앞에 앉아 알라딘 기다리던 꼬꼬마 시절로 돌아간 기분이었다
11325,10,2019.06.01 19:11,너무 재밌어요 정말!!! 믿고보는 디즈니네요
11326,10,2019.06.01 19:05,다시보고 싶습니다. 아름답고 흥겨운 음악 예쁜 여주. 그리고 윌스미스의 찰떡 연기까지 좋았어요
11327,9,2019.06.01 19:04,딸아이때문에 더빙으로 봤는데 재밌게 봤어요 노래도좋고 더빙이라 아쉽긴하지만...더빙하신 여자주인공분 목소리 너무 노래도 잘하고 좋았어요 지니와 알라딘도 연기좋고 너무 잘봤어요^^
11328,10,2019.06.01 18:59,사랑해 김유정 쟈스민아
11329,10,2019.06.01 18:58,디즈니 실사중에 제일 재밌게 봤어요. 역시 디즈니네요.
11330,10,2019.06.01 18:44,마치 한퍈의 뮤지컬 영화를 본거같음 아부 귀여웠고 양탄자두 매력쟁이
11331,10,2019.06.01 18:34,영화가 매우 다채롭고 중간중간에 나오는ost도 정말로 듣기에 좋았고 각 배우들도 배역의 캐릭터에 맞게 잘 해주어서 가장 좋았던 영화가 아닐까 싶다
11332,10,2019.06.01 18:25,진짜 재밌었어요! 각색한거중에 맘에 안든게 있긴 했는데 그래도 여운에 남는 좋은 영화였네요^^
11333,10,2019.06.01 18:09,또 보고싶다... 영화보는 동안 다른세계에 와있는것 같앗음ㅠ
11334,10,2019.06.01 18:08,영상예쁘네요~ 아이도 어른도 재미있게 볼수있는것 같아요~ 눈과 귀가 호강하고왔네요~
11335,10,2019.06.01 17:36,생각보다 재밌었어요~영화 잘 만들었네요 ㅋㅋ
11336,10,2019.06.01 17:32,영화 진짜 ost대박이고 개꿀잼 웅장하다
11337,10,2019.06.01 17:27,11살 8살아이들이 엄청재밌다고하네요
11338,8,2019.06.01 17:26,"아주 잘 봤습니다, 배우들 노래 실력도 좋아요~"
11339,10,2019.06.01 17:16,정말 멋지고 재밋음 원작 이상!
11340,10,2019.06.01 17:14,아이 때문에 더빙판 봤는데 더빙판도 넘넘 재밌네요. 역대급!
11341,10,2019.06.01 17:07,실사화도 실사화지만 영상미가 너무 예뻐서 시간이 가는줄도 몰랐네요 ㅠㅠ... 꼭꼭 보시길!
11342,10,2019.06.01 16:53,재밌음 끝 이게다임 ㅋ 꼭보셈
11343,10,2019.06.01 16:02,"위트와 감동, 희망이 넘치는 영화!!!2시간이 짧게 느껴질 정도로 재밌었습니다."
11344,10,2019.06.01 15:57,이건 정말 올해 꼭 봐야하는 영화라 생각듭니다!윌스미스의 매력을 이렇게 느끼다니!!
11345,10,2019.06.01 15:35,speechless 부를때 에어컨바람때문인지 소름 ㅈㄴ돋네요
11346,10,2019.06.01 15:04,너무 재밌었어요 2번봤음 다시봐도 공주 넘 예쁨...
11347,10,2019.06.01 15:04,우리아이도 좋아하네요~
11348,10,2019.06.01 15:01,너무재미있어서기절했어요
11349,10,2019.06.01 14:36,"어렸을때 일요일 아침 8시마다 봤던 알라딘이 많이 생각났음, 정말 재밌음!"
11350,9,2019.06.01 14:32,윌스미스 하드캐리 주인공들 금사빠
11351,10,2019.06.01 14:31,아이도 어른도 재미있게 봤어요^^
11352,10,2019.06.01 14:28,기분좋게 봤어요ㅎㅎ영상미 남주여주 ost 모두 완벽했어요 영화가 아름다웠어요
11353,10,2019.06.01 14:25,여자친구랑 봤는데 너무 재밌게 잘 봤습니다. 윌 스미스 연기 실력에 감탄하고 갑니다.
11354,10,2019.06.01 14:24,조아조하조앚ㅎ하마자
11355,10,2019.06.01 14:13,너무너무 재밌어요 진짜
11356,10,2019.06.01 14:12,힙하고 흥나는 영화 가벼운마음으로 보기좋다!!
11357,10,2019.06.01 14:11,It was amajing
11358,10,2019.06.01 14:11,VERYVERY GOOD
11359,10,2019.06.01 14:09,최고 ...말이 필요없다 .... 기자 .평론가는 항상 거르고 영화를 평가하시기를  ....
11360,10,2019.06.01 14:06,감동감동!!! 두번의 감동이 밀려듭니다. 꼭 관람하시어 감동을 느껴보시기 바랍니다
11361,10,2019.06.01 14:04,역대급이다 시간가는 줄 몰랐음 ㄷㄷ
11362,10,2019.06.01 14:00,개꿀잼. 성인을 위한 디즈니 실사판.
11363,10,2019.06.01 13:51,스토리랑 ost도 너무 좋았고 영상미까지 더해진 아름다운 영화.. 다 보고나왔을 때 또 보고싶다고 생각해서 결국 다음날 한번 더 봤다 개그코드도 잘 살림. 이런 영화 자주 나왔으면ㅠㅠㅠㅠ
11364,10,2019.06.01 13:48,정말 재밌게 잘 봤어요~!!아이들도 아빠도 만족만족^^
11365,9,2019.06.01 13:48,다 만족스럽고 무난하게 볼 수있고 남녀노소 추천 할 만해요.
11366,10,2019.06.01 13:44,원작보다 훨씬 좋았어요..!!
11367,10,2019.06.01 13:43,정말 오랜만에 재밌는 영화봤네요.  모든게 좋았어요
11368,10,2019.06.01 13:41,디즈니 영화중에서도 걸작인듯
11369,10,2019.06.01 13:32,ㅠㅠ주책맞게 막판에 눈물나서 옆에 꼬맹이 보는데 나만 운듯 ㅠㅠ갠적으루 디즈니 영화중 최고였음
11370,10,2019.06.01 11:55,아이와 정말정말 즐겁게 잘봤습니다!
11371,10,2019.06.01 11:42,아이들과 봤는데 음악도 좋고 그래픽도 좋고 제가더 몰입해서 봤네요 ㅋ
11372,10,2019.06.01 11:42,매직카펫을타고 날아다니는 상상을영화로 볼수있다는것만으로~ㅎㅎ
11373,7,2019.06.01 11:38,"미쳐버린 ost, 그러나 뚝뚝 끊기는 연출과 편집..ㅠㅠ..150%의 알라딘이 될수있었으나 80% 알라딘이 된 느낌. 원작 고 윌리엄의 노래도 좋았지만 윌스미스의 아라비안나이트랑 프린스 알리 너무 좋다. 계속 듣는중 "
11374,10,2019.06.01 11:36,계속 노래듣는중임 ㅋ 오지고지림
11375,10,2019.06.01 11:00,진짜 윌스미스 하드캐리 ㅠㅠㅠ사운드 좋은곳에서 보세요 꼭 !!!
11376,10,2019.06.01 10:58,너어무좋아요 티저를 너무 못만들었네 다시보려고요 굿굿
11377,8,2019.06.01 10:55,재밌어용 음막도 좋고  ㅋㅋㅇㅋ
11378,10,2019.06.01 10:45,여주 ㅅㅂ 너무 예뻐 휴 존예
11379,7,2019.06.01 10:36,내용은 뭐 약간 유치. 비주얼은 처음부터 끝까지 화려하고 신남
11380,10,2019.06.01 10:09,어릴때 알라딘보던 모습이 생각나서 행복했다
11381,8,2019.06.01 10:00,재밌어요!! 자스민과 사랑에 빠짐ㅠㅠ
11382,10,2019.06.01 09:55,내 인생영화로 손꼽힐 영화. 2시간동안 힐링 그자체 진짜 너무행복했다
11383,8,2019.06.01 02:45,중간중간 빵 터지는 부분도 많고 전체적으로 좋았지만 정신 없는거 싫어하면 비추...
11384,10,2019.06.01 02:36,어른을 위한 동화 영화 좋아요^^
11385,9,2019.06.01 02:20,방금 심야로 보고 왔는데 처음 시작할 때부터 잔뜩 흥분해서 봤네요~사운드 빵빵하고 양탄자 타는 씬도 너무 잘 살렸고...지니 나오기 전까진 음...뭐 괜찮네 정도였는데 등장할 때부터 와 소리가 나오더라고요^^최근에 본 것중에 훌륭했습니다~ 
11386,10,2019.06.01 02:15,중고등아이와 함께 보며 힐링했어요~♡
11387,10,2019.06.01 02:09,말이 필요없음 최고 최고
11388,9,2019.06.01 01:58,기대치가 낮았는데 재미있게 잘 봤습니다
11389,10,2019.06.01 01:51,한없이 자유롭던 걱정없이 행복했던 그때로 돌아간듯하다. 유쾌한 친구와 같이
11390,10,2019.06.01 01:09,힐링그자체 ㅠㅠ두번봐도아깝지않을영화
11391,10,2019.06.01 00:35,정말 최고입니다. 말이 필요 없습니다. 최고의 실사화 영화를 구현한 갓즈니가 감탄스러울 뿐입니다. 눈과 귀에 최고의 경험을 선사해준 영화!
11392,10,2019.06.01 00:26,영화가너무아름답네요
11393,10,2019.06.01 00:08,성인인데도 울컥하면서 가슴이 벅차올랐다.. 특히 a whole new world랑 멋지고 주체적인 여성 캐릭터 너무 좋았다♡
11394,10,2019.05.31 23:49,기대없이 갔다가 아이맥스로 다시봐야겠다고 결심할정도ㅠ
11395,10,2019.05.31 23:49,"이것이 알라딘, 디즈니다"
11396,7,2019.05.31 23:32,윌스미스 하드캐리. 자스민 이쁘다. 끝
11397,8,2019.05.31 21:22,지니 보는데 마스크에 짐캐리가 생각났어요 ㅋㅋ뮤지컬 보는것 같았어요 교훈도 있어서 후반부에 울었네요 ㅠㅠ 근데 윌스미스 파란 지니 분장 와중에 몸이 너무 좋다고 생각함 ㅋㅋ
11398,8,2019.05.31 19:27,뮤지컬 영화 별로 안좋아해서 저한테는 그냥 그랬어용
11399,9,2019.05.31 19:16,아름다운 색채와 가끔 차오르는 스웩이 영화값은 아깝지 않게 한다
11400,10,2019.05.31 19:03,2d도 보고 4d도 봄.
11401,10,2019.05.31 18:58,"원작대로 나와도 좋았는데, 생각 이상, 기대 이상 퀄리티! 윌스미스가 전혀 어색하지 않고, 윌 스미스가 지니이고, 지니가 윌스미스임"
11402,10,2019.05.31 18:14,최고~!!!! 아이맥스에서 보세요^^
11403,10,2019.05.31 17:55,윌스미스 열일하심 ㅋㅋ
11404,10,2019.05.31 17:49,노래와 배경 너무 아름 다웠고 윌스미스 덕분에 엄마랑 재미있게 보고 왔네요. 월 스미스 감사합니다. 다른 배우분들도 감사하고 나오미 스콧? 여배우분 노래 너무 잘불러요 굳굳
11405,10,2019.05.31 17:31,눈호강하려고 봤는데 재미도 있었어요.
11406,10,2019.05.31 17:29,어린시절로 돌아가는 경험..
11407,10,2019.05.31 17:22,디즈니랜드 퍼레이드에 빠져있다 나온 기분이예요. 윌스미스 하드캐리했군요!
11408,10,2019.05.31 17:05,읻고보는 디즈니 영화 말이설명이 필요하냐 디즈니영화는 무조껀 봐야지
11409,10,2019.05.31 16:57,재밌어요 일단 노래나오는영화를좋아해서 더좋았고.. 디즈니영화라 기대했는데 역시나 기대이상이었어요 6살딸쌍둥이들도 재밌게보고왔어요
11410,7,2019.05.31 16:42,윌 스미스 뮤직비디오 한편 본 느낌 이에요 ㅎㅎ 너무 재미있어요~
11411,10,2019.05.31 14:28,역시 윌스미스다 너무너무 흥겨웠음!!!
11412,10,2019.05.31 14:18,디즈니 팬이라 아무런 정보없이 봤는데 디즈니영화 실사중 완전대박 최고.영화보면 감탄할 수밖에없음 지니가 윌스미스라 놀랬고ㅎost 하나하나가 심금을 울리고 그 중 여주가 부른 speechless가 대박ㅋ암튼 2시간동안 지겨울틈없이 완전 빠져서 봤음ㅎ 
11413,10,2019.05.31 14:11,상상 이상!! 완전 취향저격!!자스민공주 넘이뻐요~집에와서 알라딘 애니메이션까지 또 봤음!
11414,10,2019.05.31 14:07,풍성한 사운드와 재치있는 대사 감정들 아주 좋았습니다
