연번,업종명,업소명,소     재     지,전화번호
1306,일반음식점,25시 국가대표짬뽕, 청주시 서원구 서원남로20번길 4  1층 (모충동),
1307,일반음식점,공주칼국수, 청주시 서원구 성화로 122  1층 (성화동),
1308,일반음식점,엔젤푸드, 청주시 서원구 장전로20번길 39 (성화동 (1층)),
1309,일반음식점,영양센타, 청주시 서원구 산남로62번길 31  1층 106 109호 (산남동),
1310,일반음식점,달, 청주시 서원구 산남로70번길 34  1층 117호 (산남동  신성미소시티블루1 ),
1311,일반음식점,사시미특공대, 청주시 서원구 개신동 438번지 93호  438-120 ,
1312,일반음식점,느린하루산남점, 청주시 서원구 두꺼비로78번길 25  1층 101호 (산남동),
1313,일반음식점,커피자유, 청주시 서원구 사직대로 211  B동 1층 (사직동),
1314,일반음식점,한마을손두부, 청주시 서원구 수곡로 116  1층 (수곡동),
1315,일반음식점,산남닭발, 청주시 서원구 수곡로 102  11동 103호 (수곡동  한마음2차상가),
1316,일반음식점,심봉사 도로케, 청주시 서원구 창신로 39  1층 (사창동),
1317,일반음식점,설탕수다, 청주시 서원구 성화로 71  1층 (죽림동),
1318,일반음식점,sazio(충만한), 청주시 서원구 모충로25번길 22  1층 (개신동),
1319,일반음식점,구르만, 청주시 서원구 사직대로99번길 7  평화빌라 1층 (사창동),
1320,일반음식점,린호프, 청주시 서원구 호국로 57  1층 (사직동),
1321,일반음식점,거기, 청주시 서원구 구룡산로51번라길 1  1층 (성화동),
1322,일반음식점,맛깔참죽 청주사직점, 청주시 서원구 흥덕로 48  F동 2층 (사직동),
1323,일반음식점,다사랑치킨피자호프(분평점), 청주시 서원구 1순환로1107번길 17  OK빌딩 1층 105호 106호 (분평동),
1324,일반음식점,카페인, 청주시 서원구 내수동로114번길 18  2층 (사창동),
1325,일반음식점,김밥나라개신점, 청주시 서원구 모충로 17  1층 (개신동),
1326,일반음식점,철이네, 청주시 서원구 안뜸로 20-16  1층 (분평동),
1327,일반음식점,우이재, 청주시 서원구 1순환로 1144 (분평동 (1 2층)),
1328,일반음식점,토담순대 산남점, 청주시 서원구 원흥로100번길 27-22  1층 (산남동),
1329,일반음식점,타볼라, 청주시 서원구 무심서로 487  2층 (사직동),
1330,일반음식점,벌집삼겹살, 청주시 서원구 청남로 1994  1층 (분평동),
1331,일반음식점,콩불, 청주시 서원구 구룡산로337번길 112  1층 (모충동),
1332,일반음식점,뚝썩 삼겹살, 청주시 서원구 서원남로 39  1층 (모충동),
1333,일반음식점,경아두마리치킨, 청주시 서원구 구룡산로 275-5  상가동 1층 104호 (수곡동  산남영구임대아파트),
1334,일반음식점,바다면발, 청주시 서원구 사운로85번길 22  1층 (사직동),
1335,일반음식점,열두시(12:00AM), 청주시 서원구 1순환로672번길 34  지하1층 (사창동),
1336,일반음식점,우즈벡임, 청주시 서원구 1순환로672번길 52 (사창동 (2층)),
1337,일반음식점,24시 전주명가 콩나물국밥, 청주시 서원구 산남로 48  1층 104 105호 (산남동  대운프라자),
1338,일반음식점,예향정 산남점, 청주시 서원구 산남로 50  1층 101호 (산남동),
1339,일반음식점,빛나리, 청주시 서원구 서원남로 48  1층 (모충동),
1340,일반음식점,오주 개신점, 청주시 서원구 모충로 33-1 (개신동),
1341,일반음식점,차이나옌지, 청주시 서원구 성화로 110  1층 (성화동),
1342,일반음식점,타스코(Taxco), 청주시 서원구 산남로62번길 35  1층 109호 (산남동),
1343,일반음식점,광릉불고기, 청주시 서원구 1순환로 763  1층 (개신동),
1344,일반음식점,마중호프, 청주시 서원구 수곡로 56  2층 (수곡동),
1345,일반음식점,순희보리밥집, 청주시 서원구 창신로26번길 3  1층 (사창동),
1346,일반음식점,파티지니, 청주시 서원구 대림로421번가길 53-4  1층 (죽림동),
1347,일반음식점,고봉민김밥인 성화점, 청주시 서원구 신화로36번길 7  1층 103호 (성화동),
1348,일반음식점,투다리원마루점, 청주시 서원구 원마루로20번길 3 (분평동),
1349,일반음식점,황금돼지, 청주시 서원구 매봉로12번길 47  1층 (분평동),
1350,일반음식점,삼주식당, 청주시 서원구 사직대로 279-8  2층 (사직동  가),
1351,일반음식점,예당, 청주시 서원구 두꺼비로34번길 20  1층 (산남동),
1352,일반음식점,착한전복산남점, 청주시 서원구 산남로70번길 14 (산남동 (2층)),
1353,일반음식점,묵사발 산남점, 청주시 서원구 두꺼비로30번길 24  1층 (산남동),
1354,일반음식점,척산칼국수, 청주시 서원구 남이면 청남로 1215,
1355,일반음식점,보리수, 청주시 서원구 호국로 77-1 (사직동),
1356,일반음식점,신라, 청주시 서원구 산남로70번길 3  2층 202호 (산남동  산남메디프라자),
1357,일반음식점,모충식당, 청주시 서원구 청남로2155번길 13-1  1층 (모충동  (A동)),
1358,일반음식점,밥장군, 청주시 서원구 남이면 청남로 1164  1층,042 -826 -4033
1359,일반음식점,송림가든, 청주시 서원구 현도면 노산하석로 81,042 -931 -0931
1360,일반음식점,낙원식당, 청주시 서원구 현도면 대청호반로 9  1층,042 -931 -2888
1361,일반음식점,해뜨는집, 청주시 서원구 현도면 노산2길 3-41 ( 377-4),042 -931 -5233
1362,일반음식점,돈탑, 청주시 서원구 현도면 대청호반로 13  1층,042 -931 -7666
1363,일반음식점,작품하나, 청주시 서원구 현도면 노산하석로 27  1층,042 -931 -9200
1364,일반음식점,천년가, 청주시 서원구 현도면 청남로 86-6,042 -931 -9944
1365,일반음식점,대청가, 청주시 서원구 현도면 청남로 13  1층,042 -932 -0355
1366,일반음식점,금수장장어구이, 청주시 서원구 현도면 청남로 16  1층,042 -932 -0940
1367,일반음식점,돌고래횟집, 청주시 서원구 현도면 노산2길 3-74,042 -932 -1806
1368,일반음식점,오가리식당, 청주시 서원구 현도면 대청호반로 4,042 -932 -2885
1369,일반음식점,슬로울리, 청주시 서원구 현도면 대청호반로 5  1층,042 -932 -2889
1370,일반음식점,숯골진냉면, 청주시 서원구 현도면 노산하석로 89,042 -932 -4349
1371,일반음식점,향기원, 청주시 서원구 현도면 노산하석로 17-8  1층,042 -932 -4939
1372,일반음식점,금호송어장, 청주시 서원구 현도면 노산하석로 166  1층,042 -932 -5050
1373,일반음식점,노산장식당, 청주시 서원구 현도면 달계노산로 326-28,042 -932 -6766
1374,일반음식점,살롱드스테이, 청주시 서원구 현도면 노산하석로 17-14,042 -932 -9898
1375,일반음식점,솔향기, 청주시 서원구 현도면 노산2길 3-70,042 -934 -6275
1376,일반음식점,북경탕수육, 청주시 서원구 내수동로 130  상가동 103호 (사창동 평화아파트),
1377,일반음식점,막곱닭1, 청주시 서원구 쌍샘로 94 (모충동  (1층)),
1378,일반음식점,압구정봉구비어개신점, 청주시 서원구 모충로 33-1 (개신동  외1필지(1층)),
1379,일반음식점,박카스, 청주시 서원구 원흥로 17  리더스타운 1층 112호 (산남동),043 - 221-6344
1380,일반음식점,콤마, 청주시 서원구 1순환로 664  2층 (사창동),043 - 260-6250
1381,일반음식점,BHC(비에이치씨), 청주시 서원구 예체로 86 (사창동  (1층)),043 - 266-9977
1382,일반음식점,양평소한마리해장국, 청주시 서원구 현도면 청남로 331  1층,043 - 272-9599
1383,일반음식점,귀족명가 한방왕족발, 청주시 서원구 구룡산로337번길 75  A동 1층 (모충동),043 - 285-0805
1384,일반음식점,부산꼼장어, 청주시 서원구 원흥로64번길 13 (산남동 (1층)),043 - 285-3388
1385,일반음식점,갑진즉석, 청주시 서원구 청남로 2084 (수곡동),043 - 291-5962
1386,일반음식점,요조라, 청주시 서원구 산남로 76  인템프라자 1층 110  111호 (산남동),043 - 293-8959
1387,일반음식점,장어촌, 청주시 서원구 두꺼비로94번길 12-18  1층 (산남동),043 -211 -5202
1388,일반음식점,베스트 7080, 청주시 서원구 사직대로 271  지하1층 (사직동),043 -211 -6663
1389,일반음식점,꼬마김밥, 청주시 서원구 용호로15번길 21  1층 (성화동),043 -211 -9935
1390,일반음식점,착한순대, 청주시 서원구 예체로19번길 8  A동 1층 101 102호 (개신동),043 -212 -5931
1391,일반음식점,진구네감자탕, 청주시 서원구 안뜸로47번길 2  1층 (분평동),043 -212 -7979
1392,일반음식점,아바이병천순대, 청주시 서원구 사직대로 221  1층 (사직동),043 -216 -1612
1393,일반음식점,포항막회, 청주시 서원구 모충로 48-1  가2동 1층 (개신동),043 -216 -6696
1394,일반음식점,천상대게, 청주시 서원구 용호로 38  주1동 지하 1층~지상 1층 (성화동),043 -218 -0808
1395,일반음식점,페리카나피친호프, 청주시 서원구 장구봉로 130 (개신동 (1층)),043 -218 -9292
1396,일반음식점,현고들깨손칼국수, 청주시 서원구 성봉로220번길 16  가동 1층 (개신동),043 -221 -4003
1397,일반음식점,브라보치킨피자청주성안길점, 청주시 서원구 예체로 96-1  1층 (사창동),043 -221 -4715
1398,일반음식점,대왕산삼본가, 청주시 서원구 산남로24번길 18-1  1층 (산남동),043 -221 -8382
1399,일반음식점,신반장의 한양 참숯 뒷고기, 청주시 서원구 1순환로648번길 5-3  1층 (사창동),043 -222 -6066
1400,일반음식점,낚시광, 청주시 서원구 신화로36번길 32  1층 110 111호 (성화동),043 -222 -7755
1401,일반음식점,와우, 청주시 서원구 사운로 47  A동 1층 (사직동),043 -223 -0306
1402,일반음식점,이조가, 청주시 서원구 복대로 15  1층 (개신동),043 -223 -3350
1403,일반음식점,설향감자탕&갈비탕, 청주시 서원구 두꺼비로94번길 12-21  1층 (산남동),043 -223 -7126
1404,일반음식점,훈훈한 식당, 청주시 서원구 청남로2005번길 40  상가동 1층 108호 (분평동  우성2차아파트),043 -224 -5353
1405,일반음식점,윌(will), 청주시 서원구 두꺼비로78번길 63-1  4층 (산남동),043 -230 -5004
1406,일반음식점,봉마담쌀롱, 청주시 서원구 용호로5번길 42  1층 (죽림동),043 -231 -0129
1407,일반음식점,성화생고기, 청주시 서원구 장전로20번길 64  1층 (성화동),043 -231 -0408
1408,일반음식점,청주어시장물회, 청주시 서원구 용호로6번길 17  1층 (죽림동),043 -231 -1278
1409,일반음식점,김밥천국, 청주시 서원구 복대로 27  1층 103호 (개신동),043 -231 -1377
1410,일반음식점,고기고기워낭소리, 청주시 서원구 장전로6번가길 17  1층 (성화동),043 -231 -3335
1411,일반음식점,피자헛 청주가경점, 청주시 서원구 복대로 13  1층 101 일부호 (개신동),043 -231 -3697
1412,일반음식점,멍게수산, 청주시 서원구 산남로24번길 11  1층 (산남동),043 -231 -4032
1413,일반음식점,반도회수산, 청주시 서원구 용호로 6  1층 (죽림동),043 -231 -4677
1414,일반음식점,아노참치&스시, 청주시 서원구 용호로 66  1층 (성화동),043 -231 -5300
1415,일반음식점,홍어양조장, 청주시 서원구 구룡산로51번나길 5  1층 (성화동),043 -231 -5359
1416,일반음식점,반하다, 청주시 서원구 복대로 27  1층 101 102호 (개신동),043 -231 -5594
1417,일반음식점,호반호프, 청주시 서원구 구룡산로 24  D동 1층 105호 (성화동  성화호반베르디움),043 -231 -5823
1418,일반음식점,남해해물, 청주시 서원구 용호로5번길 60  1층 (죽림동),043 -231 -5933
1419,일반음식점,성이네참숯옛날막창, 청주시 서원구 구룡산로51번가길 5  1층 (성화동),043 -231 -7029
1420,일반음식점,램프의이야기, 청주시 서원구 남이면 대림로 316  1층,043 -231 -7085
1421,일반음식점,용구비어, 청주시 서원구 장전로20번다길 2  1층 (성화동),043 -231 -7507
1422,일반음식점,성화순대, 청주시 서원구 용호로 19  1층 (성화동),043 -231 -7800
1423,일반음식점,북경대반점, 청주시 서원구 남이면 석판2길 6-2  1층,043 -231 -9995
1424,일반음식점,투다리개신점, 청주시 서원구 신율로 59-1  1층 (개신동),043 -232 -0322
1425,일반음식점,단풍나무, 청주시 서원구 대림로 414  1층 (죽림동),043 -232 -0701
1426,일반음식점,피자마루(가경.개신1호점), 청주시 서원구 경신로 31-30  104호 (개신동),043 -232 -1082
1427,일반음식점,일순이네 매운양념 왕족발 보쌈, 청주시 서원구 복대로17번길 27  1층 102호 (개신동  어웰빌리지),043 -232 -1278
1428,일반음식점,뚱이네, 청주시 서원구 구룡산로51번가길 14 (성화동 (1층)),043 -232 -1425
1429,일반음식점,숯스러운 돼지, 청주시 서원구 용호로6번길 9  1층 (죽림동),043 -232 -1492
1430,일반음식점,친구네, 청주시 서원구 경신로 33  1층 (개신동),043 -232 -1531
1431,일반음식점,한우전문 쇠뿔, 청주시 서원구 구룡산로51번가길 9  1층 (성화동),043 -232 -1657
1432,일반음식점,대게나라, 청주시 서원구 성봉로 155  1층 (개신동),043 -232 -1992
1433,일반음식점,이미숙칼국수동태찌개, 청주시 서원구 장전로6번나길 11  1층 (성화동),043 -232 -2468
1434,일반음식점,아구가문낙지, 청주시 서원구 장전로20번길 62 (성화동  (1층)),043 -232 -2935
1435,일반음식점,웃는돼지, 청주시 서원구 용호로 16  1층 (성화동),043 -232 -4022
1436,일반음식점,송원, 청주시 서원구 남이면 대림로 376  1층,043 -232 -4337
1437,일반음식점,명가옥장어, 청주시 서원구 용호로5번길 46  1층 (죽림동),043 -232 -5432
1438,일반음식점,천미, 청주시 서원구 성화로 20-7  1층 (성화동),043 -232 -5799
1439,일반음식점,행복한 밥상, 청주시 서원구 대림로 405  1  2층 (죽림동),043 -232 -5800
1440,일반음식점,영구네, 청주시 서원구 성화로 24  1층 (성화동),043 -232 -6566
1441,일반음식점,단풍나무 두번째 이야기, 청주시 서원구 대림로 410  1층 (죽림동),043 -232 -7170
1442,일반음식점,토시래 청주성화점, 청주시 서원구 구룡산로51번가길 11  1층 (성화동),043 -232 -7826
1443,일반음식점,고향집, 청주시 서원구 신화로 39  1층 (성화동),043 -232 -8789
1444,일반음식점,리정, 청주시 서원구 용호로6번길 27  1층 (죽림동),043 -232 -8947
1445,일반음식점,미성분식, 청주시 서원구 장전로 28  1층 102호 (성화동),043 -232 -9445
1446,일반음식점,바보아저씨, 청주시 서원구 대림로 397  1층 (죽림동),043 -232 -9930
1447,일반음식점,명품낙지, 청주시 서원구 성봉로169번길 47-20  1층 (개신동),043 -233 -0016
1448,일반음식점,모녀가굽는고기, 청주시 서원구 신율로 2  1층 (개신동),043 -233 -0761
1449,일반음식점,육회연가, 청주시 서원구 장전로20번나길 1  1층 (성화동),043 -233 -0811
1450,일반음식점,황제갈비살, 청주시 서원구 구룡산로51번길 20  1층 (성화동),043 -233 -0813
1451,일반음식점,1983 싸다돼지, 청주시 서원구 용호로6번길 3  1층 (죽림동),043 -233 -0900
1452,일반음식점,만리향중화요리, 청주시 서원구 장전로20번가길 4 (성화동  (1층)),043 -233 -1127
1453,일반음식점,이가네 뒷고기, 청주시 서원구 용호로8번길 14  1층 (죽림동),043 -233 -1215
1454,일반음식점,원조 중앙탑 막국수, 청주시 서원구 대림로 391  1층 (죽림동),043 -233 -1343
1455,일반음식점,까투리, 청주시 서원구 장전로32번길 6 (성화동  (1층)),043 -233 -2118
1456,일반음식점,부자갈비, 청주시 서원구 두꺼비로 32  1층 (산남동),043 -233 -2301
1457,일반음식점,골목길 주박스, 청주시 서원구 두꺼비로94번길 26-18  1층 (산남동),043 -233 -3320
1458,일반음식점,짜글이에 반하다, 청주시 서원구 구룡산로51번다길 4  1층 (성화동),043 -233 -3459
1459,일반음식점,성화루, 청주시 서원구 성봉로169번길 47-26  1층 (개신동),043 -233 -3887
1460,일반음식점,새싹키즈카페, 청주시 서원구 장전로6번길 32  4층 (성화동),043 -233 -4611
1461,일반음식점,억돈가, 청주시 서원구 장전로12번길 10  2층 (성화동),043 -233 -5742
1462,일반음식점,회사랑, 청주시 서원구 신성화로46번길 6-13  1층 (성화동),043 -233 -5938
1463,일반음식점,제주꽃돼지, 청주시 서원구 장전로20번길 30  1층 (성화동),043 -233 -6006
1464,일반음식점,화짬뽕, 청주시 서원구 용호로5번길 22  1층 (죽림동),043 -233 -7008
1465,일반음식점,노리파크청주성화점, 청주시 서원구 장전로 10  2층 (성화동),043 -233 -8601
1466,일반음식점,머슴고기, 청주시 서원구 장전로20번길 61 (성화동 (1층)),043 -233 -8784
1467,일반음식점,응급실 국물 떡볶이 성화점, 청주시 서원구 구룡산로51번가길 2  1층 (성화동),043 -233 -9409
1468,일반음식점,조선불고기, 청주시 서원구 장전로32번길 13  1층 (성화동),043 -234 -1232
1469,일반음식점,남다른감자탕, 청주시 서원구 장전로6번길 38  2층 (성화동),043 -234 -2115
1470,일반음식점,별당포차, 청주시 서원구 장전로20번나길 1 (성화동  (1층)),043 -234 -2808
1471,일반음식점,맘죽, 청주시 서원구 경신로 31-4  1층 (개신동),043 -234 -3501
1472,일반음식점,만조비어, 청주시 서원구 신화로36번길 32 (성화동  제누스타 102호 103호(1층)),043 -234 -3553
1473,일반음식점,칠구떡볶이, 청주시 서원구 용호로5번길 40  1층 (죽림동),043 -234 -4300
1474,일반음식점,꽃마름청주성화점, 청주시 서원구 서부로 1344  4층 (성화동),043 -234 -4977
1475,일반음식점,동명카츠성화점, 청주시 서원구 장전로6번나길 7  1층 (성화동),043 -234 -4999
1476,일반음식점,카마타케제면소성화점, 청주시 서원구 장전로12번길 10  1층 101호 (성화동),043 -234 -5562
1477,일반음식점,맷돌포두부, 청주시 서원구 성화로62번길 13  1층 (성화동),043 -234 -5656
1478,일반음식점,감탄개신점, 청주시 서원구 경신로 40  1층 (개신동),043 -234 -5792
1479,일반음식점,쎈언니, 청주시 서원구 구룡산로51번가길 20  1층 (성화동),043 -234 -6081
1480,일반음식점,밀꽃칼국수, 청주시 서원구 신성화로 46  1층 102호 (성화동),043 -234 -6634
1481,일반음식점,고향칼국수, 청주시 서원구 신율로53번길 10  1층 (개신동),043 -234 -7654
1482,일반음식점,밥이랑찬이랑, 청주시 서원구 구룡산로52번가길 46  1층 (성화동),043 -234 -7655
1483,일반음식점,에제르 푸드시스템, 청주시 서원구 복대로17번길 11  1층 105호 (개신동),043 -234 -7666
1484,일반음식점,라라코스트 성화점, 청주시 서원구 서부로 1344 (성화동  3층),043 -234 -7730
1485,일반음식점,전주한옥마을닭꼬치, 청주시 서원구 1순환로1107번길 28  2층 201호 (분평동  명인원플러스),043 -234 -7748
1486,일반음식점,교동짬뽕(죽림점), 청주시 서원구 용호로5번길 54  1층 (죽림동),043 -234 -8939
1487,일반음식점,믿음생고기, 청주시 서원구 장전로20번길 57  1층 (성화동),043 -234 -9289
1488,일반음식점,하오츠뽕, 청주시 서원구 두꺼비로30번길 35  1층 (산남동),043 -234 -9386
1489,일반음식점,라온정쿠킹스튜디오, 청주시 서원구 남이면 남석로 467  1 2층,043 -234 -9709
1490,일반음식점,와본김밥, 청주시 서원구 신성화로 33  성화빌딩 1층 101호 (성화동),043 -234 -9797
1491,일반음식점,벌교그집, 청주시 서원구 장전로20번길 52  1층 (성화동),043 -234 -9949
1492,일반음식점,옹기촌, 청주시 서원구 복대로17번길 8  1~2층 (개신동),043 -235 -0003
1493,일반음식점,행복도시락, 청주시 서원구 용호로 23  1층 (성화동),043 -235 -0023
1494,일반음식점,디 초콜릿 커피  전문점, 청주시 서원구 모충로 48  1층 (개신동),043 -235 -0128
1495,일반음식점,봉이882, 청주시 서원구 구룡산로51번가길 20 (성화동  1층),043 -235 -0305
1496,일반음식점,서정쪽갈비, 청주시 서원구 신화로36번길 33  1층 106호 (성화동  어웰빌리지),043 -235 -0621
1497,일반음식점,백천횟집, 청주시 서원구 신율로53번길 10  1층 (개신동),043 -235 -1284
1498,일반음식점,증평은성집, 청주시 서원구 신율로53번길 12 (개신동  (1층)),043 -235 -1588
1499,일반음식점,본고장 왕갈비, 청주시 서원구 장전로20번길 36  1층 (성화동),043 -235 -1789
1500,일반음식점,우리아빠닭강정, 청주시 서원구 복대로 31  갤러리타워 110호 (개신동),043 -235 -3215
1501,일반음식점,도원아구찜 해물탕, 청주시 서원구 용호로5번길 52  1층 (죽림동),043 -235 -3636
1502,일반음식점,안면도바지락칼국수, 청주시 서원구 성봉로169번길 47-5  1층 (개신동),043 -235 -5264
1503,일반음식점,만두랑 칼국수, 청주시 서원구 복대로 7  1층 107호 (개신동),043 -235 -5454
1504,일반음식점,비스트로(Bistro), 청주시 서원구 신화로36번길 33  1층 104호 (성화동  어웰빌리지),043 -235 -5571
1505,일반음식점,다래생고기, 청주시 서원구 원흥로80번길 31-10  1층 (산남동),043 -235 -5689
1506,일반음식점,밀펌, 청주시 서원구 장전로 26 (성화동  (1층)),043 -235 -6898
1507,일반음식점,주당`S, 청주시 서원구 대림로 491  1층 104호 (죽림동  주공3단지상가),043 -235 -7003
1508,일반음식점,염가네해물칼국수, 청주시 서원구 용호로 39  1층 (성화동),043 -235 -7282
1509,일반음식점,향미각, 청주시 서원구 용호로5번길 66  1층 (죽림동),043 -235 -7789
1510,일반음식점,성화조림, 청주시 서원구 장전로20번다길 13  1층 (성화동),043 -235 -8233
1511,일반음식점,태영생막창·닭발, 청주시 서원구 장전로20번나길 7  1층 (성화동),043 -235 -8295
1512,일반음식점,커피드슈, 청주시 서원구 장전로20번길 4  1층 (성화동),043 -235 -8865
1513,일반음식점,대추나무집, 청주시 서원구 2순환로 1474  1층 (죽림동),043 -235 -9230
1514,일반음식점,미슬도해녀물회, 청주시 서원구 성봉로 90  상가동 1층 106호 (성화동  성화주공1단지아파트),043 -235 -9273
1515,일반음식점,돼지저금통, 청주시 서원구 신화로 38 (성화동  성화동 POWER프라자빌딩 108호 109호(1층)),043 -235 -9492
1516,일반음식점,남자의짬뽕, 청주시 서원구 구룡산로52번나길 21  1층 (성화동),043 -236 -0356
1517,일반음식점,아우라치킨, 청주시 서원구 매봉로 86  1층 (수곡동),043 -236 -0446
1518,일반음식점,김가네더덕밥, 청주시 서원구 대림로421번길 24  1층 (죽림동),043 -236 -0789
1519,일반음식점,뚝배기식당, 청주시 서원구 복대로 19  1층 101호 (개신동  매직타워),043 -236 -1156
1520,일반음식점,성화왕족발, 청주시 서원구 구룡산로51번가길 18  1층 (성화동),043 -236 -1919
1521,일반음식점,청일통닭닭발, 청주시 서원구 성화로 86-1  1층 (성화동),043 -236 -2090
1522,일반음식점,랍스터킹, 청주시 서원구 용호로15번길 29  1층 (성화동),043 -236 -2131
1523,일반음식점,더존김밥, 청주시 서원구 경신로 65  청주개신주공(1)단지 상가A동 1층 103호 (개신동),043 -236 -2287
1524,일반음식점,엠알(MR)호프, 청주시 서원구 복대로17번길 27  1층 101호 (개신동  어웰빌리지),043 -236 -2700
1525,일반음식점,약초랑 닭이랑, 청주시 서원구 남이면 척산화당로 234  1층,043 -236 -4207
1526,일반음식점,이명옥개성만두, 청주시 서원구 장전로12번길 9 (성화동  (2층)),043 -236 -5058
1527,일반음식점,대산보리밥, 청주시 서원구 2순환로 1461-1  1층 (죽림동),043 -236 -5292
1528,일반음식점,우대감, 청주시 서원구 성화로 90  1층 (성화동),043 -236 -5686
1529,일반음식점,타이베이, 청주시 서원구 구룡산로51번마길 2 (성화동  (1층)),043 -236 -6566
1530,일반음식점,간이역성화역점, 청주시 서원구 구룡산로51번나길 14  1층 (성화동),043 -236 -7230
1531,일반음식점,자영밥집, 청주시 서원구 구룡산로375번길 103 (모충동),043 -236 -7273
1532,일반음식점,무한美(미)소, 청주시 서원구 신율로53번길 4 (개신동 (1층)),043 -236 -7647
1533,일반음식점,명품유황오리, 청주시 서원구 성봉로 167  1층 (개신동),043 -236 -7750
1534,일반음식점,강유진 화닭 개신점, 청주시 서원구 신율로 59-1  1층 (개신동),043 -236 -7953
1535,일반음식점,다기야 성화점, 청주시 서원구 장전로 73  1층 (성화동),043 -236 -9279
1536,일반음식점,왕천파닭성화점, 청주시 서원구 신화로 39 (성화동  1층),043 -236 -9293
1537,일반음식점,맛사랑 출장뷔페, 청주시 서원구 남이면 대림로 209  1층,043 -237 -0012
1538,일반음식점,홍어전문점 홍어사랑, 청주시 서원구 성봉로169번길 33-15  1층 (개신동),043 -237 -1003
1539,일반음식점,국민포차, 청주시 서원구 모충로 17  1층 (개신동),043 -237 -2624
1540,일반음식점,프렌즈호프치킨, 청주시 서원구 모충로96번길 14  1층 (모충동),043 -237 -2672
1541,일반음식점,행복한 한끼밥상, 청주시 서원구 신성화로 41  1층 (성화동),043 -237 -3116
1542,일반음식점,짬뽕하세, 청주시 서원구 장전로6번가길 2  1층 (성화동),043 -237 -4032
1543,일반음식점,장어가, 청주시 서원구 구룡산로51번나길 8  1층 (성화동),043 -237 -4132
1544,일반음식점,송원염소삼계전문, 청주시 서원구 구룡산로51번가길 29  1층 (성화동),043 -237 -5351
1545,일반음식점,서리서리 멸치국수 개신성화점, 청주시 서원구 복대로 7  대상마스터빌딩 1층 110호 (개신동),043 -237 -5519
1546,일반음식점,성화포차, 청주시 서원구 장전로20번가길 14  1층 (성화동),043 -237 -5970
1547,일반음식점,다누끼, 청주시 서원구 복대로 19  1층 107호 (개신동  매직타워),043 -237 -6360
1548,일반음식점,구룡각, 청주시 서원구 구룡산로51번가길 22  1층 (성화동),043 -237 -7311
1549,일반음식점,구룡감자탕, 청주시 서원구 구룡산로51번마길 18  1층 (성화동),043 -237 -7647
1550,일반음식점,우성춘천닭갈비, 청주시 서원구 장전로20번길 43  1층 (성화동),043 -237 -7704
1551,일반음식점,비비큐 성화점, 청주시 서원구 장전로20번길 16  1층 (성화동),043 -237 -8080
1552,일반음식점,뚱이네밥상, 청주시 서원구 장전로6번가길 20  1층 (성화동),043 -237 -8488
1553,일반음식점,파도횟집, 청주시 서원구 신성화로 32  1층 (성화동),043 -237 -8588
1554,일반음식점,반도수산, 청주시 서원구 성봉로 167  1층 (개신동),043 -237 -8859
1555,일반음식점,숯으로굽는고깃집, 청주시 서원구 구룡산로51번가길 28  1층 (성화동),043 -237 -9253
1556,일반음식점,소문난춘천닭갈비, 청주시 서원구 경신로 32-3  1층 (개신동),043 -238 -1255
1557,일반음식점,청우대한우, 청주시 서원구 남이면 대림로 239  1층,043 -238 -1592
1558,일반음식점,대구왕뽈찜, 청주시 서원구 장전로20번나길 14 (성화동  (1층)),043 -238 -2588
1559,일반음식점,강쇠낙지마을, 청주시 서원구 대림로 418  1층 (죽림동),043 -238 -2992
1560,일반음식점,다쿠미, 청주시 서원구 장전로20번길 53  1층 101호 (성화동),043 -238 -3579
1561,일반음식점,성화낚시골식당, 청주시 서원구 성화로 43-9  1층 (성화동),043 -238 -3618
1562,일반음식점,본가의정부부대찌개, 청주시 서원구 구룡산로51번나길 12  1층 (성화동),043 -238 -3798
1563,일반음식점,까투리성화5단지점, 청주시 서원구 구룡산로52번가길 7 (성화동  (1층)),043 -238 -7770
1564,일반음식점,금용, 청주시 서원구 산미로 146 (산남동 빅원빌딩 107호 (1층)),043 -238 -7779
1565,일반음식점,목촌국밥, 청주시 서원구 1순환로1063번길 24  1층 (분평동),043 -238 -8350
1566,일반음식점,별별치킨, 청주시 서원구 구룡산로52번가길 45  1층 (성화동),043 -238 -8586
1567,일반음식점,도발 0948, 청주시 서원구 산남로70번길 34  1층 112호 (산남동  신성미소시티블루1),043 -238 -8847
1568,일반음식점,라체나, 청주시 서원구 장전로20번길 22 (성화동 (1층)),043 -239 -2337
1569,일반음식점,나루, 청주시 서원구 장전로6번가길 16  1층 (성화동),043 -239 -5553
1570,일반음식점,돌이와순이, 청주시 서원구 구룡산로338번길 16-7  1층 (수곡동),043 -250 -1377
1571,일반음식점,아름다운웨딩홀, 청주시 서원구 가장로 397-6 (장암동 외 1필지(1  2  3층)),043 -250 -2000
1572,일반음식점,남가추어탕, 청주시 서원구 수곡로 107 (수곡동 (1층)),043 -250 -3300
1573,일반음식점,엄마네집, 청주시 서원구 수곡로27번길 37  1층 (수곡동),043 -250 -9277
1574,일반음식점,조성옥국밥뼈다귀탕, 청주시 서원구 신성화로 43 (성화동  101 102호(1층)),043 -253 -5599
1575,일반음식점,민걸민걸, 청주시 서원구 구룡산로358번길 7-2  1층 (수곡동),043 -254 -0806
