연번,업종명,업소명,소     재     지,전화번호
2097,일반음식점,고봉민김밥인, 청주시 서원구 1순환로1107번길 21 (분평동  조은주차빌딩 106호(1층)),043 -286 -6789
2098,일반음식점,설레임, 청주시 서원구 남이면 양촌1길 10-8  1층,043 -286 -6955
2099,일반음식점,서원빙하, 청주시 서원구 서원남로 48-1  1층 (모충동),043 -286 -7075
2100,일반음식점,와줘서고마워, 청주시 서원구 탑골로37번길 7-1  1층 (산남동),043 -286 -7577
2101,일반음식점,송가네 돼지, 청주시 서원구 두꺼비로70번길 96  1층 (산남동),043 -286 -7844
2102,일반음식점,금, 청주시 서원구 수곡로 97 (수곡동),043 -286 -7886
2103,일반음식점,초사골불타는쭈꾸미, 청주시 서원구 원흥로80번길 16  1층 (산남동),043 -286 -8051
2104,일반음식점,손만두집, 청주시 서원구 남들로35번길 23  1층 (모충동),043 -286 -8207
2105,일반음식점,Mr(미스터)양꼬치, 청주시 서원구 산남로62번길 31  1층 107~108호 (산남동),043 -286 -8555
2106,일반음식점,산남돈 연탄구이, 청주시 서원구 두꺼비로94번길 64-7  1층 (산남동),043 -286 -8588
2107,일반음식점,카오루, 청주시 서원구 두꺼비로60번길 25-6  1층 (산남동),043 -286 -8971
2108,일반음식점,햇살머믄 꼬마김밥(수곡점), 청주시 서원구 수곡로 74  상가2동 1층 102호 (수곡동  한마음1차아파트),043 -286 -8988
2109,일반음식점,대동한우, 청주시 서원구 매봉로76번길 27 (수곡동 (1층)),043 -286 -9332
2110,일반음식점,동방생고기, 청주시 서원구 1순환로 1112  2층 (분평동),043 -286 -9559
2111,일반음식점,옛장터돼지국밥, 청주시 서원구 산미로 33-1 (미평동),043 -2867-776
2112,일반음식점,라면국물편의점포차 서원대점, 청주시 서원구 서원남로 55  1층 (모충동),043 -287 -0037
2113,일반음식점,홍춘천치즈닭갈비산남점, 청주시 서원구 원흥로64번길 61  1층 (산남동),043 -287 -0180
2114,일반음식점,대소직화장어구이(산남점), 청주시 서원구 산남로10번길 25-1  1층 (산남동),043 -287 -0993
2115,일반음식점,청주축산(청우), 청주시 서원구 원흥로 3  1층  2층 (산남동),043 -287 -1104
2116,일반음식점,닭칼속누룽지, 청주시 서원구 산남로10번길 17  1층 (산남동),043 -287 -1322
2117,일반음식점,미미갈비, 청주시 서원구 두꺼비로78번길 63-11  1층 (산남동),043 -287 -1460
2118,일반음식점,벨롱, 청주시 서원구 안뜸로47번길 24  1층 (분평동),043 -287 -1974
2119,일반음식점,새텃말한우곱창, 청주시 서원구 매봉로76번길 28 (수곡동 (1층)),043 -287 -1988
2120,일반음식점,해물나라, 청주시 서원구 수곡로 14 (분평동 (1층)),043 -287 -2020
2121,일반음식점,날마다 복, 청주시 서원구 1순환로 1054  1층 101호 (미평동),043 -287 -2178
2122,일반음식점,셰니어, 청주시 서원구 청남로2036번길 5  2층 (수곡동),043 -287 -2377
2123,일반음식점,울동네 통닭피자, 청주시 서원구 1순환로1063번길 111-2 (분평동),043 -287 -2588
2124,일반음식점,쌈브(산남점), 청주시 서원구 산남로62번길 20  1층 (산남동),043 -287 -2825
2125,일반음식점,탁주막, 청주시 서원구 수곡로3번길 32  1층 (수곡동),043 -287 -3014
2126,일반음식점,서리서리 멸치국수전문점, 청주시 서원구 산남로70번길 26 (산남동  청주브릭스타워 103호(1층)),043 -287 -3758
2127,일반음식점,참치타임, 청주시 서원구 산남로24번길 17-1  1층 (산남동),043 -287 -3782
2128,일반음식점,조은식당, 청주시 서원구 청남로1847번길 59  3동 1층 (미평동),043 -287 -3789
2129,일반음식점,촌닭, 청주시 서원구 원흥로100번길 37  1층 (산남동),043 -287 -3855
2130,일반음식점,중국성, 청주시 서원구 원마루로8번길 2  2층 (분평동),043 -287 -4646
2131,일반음식점,별미식당, 청주시 서원구 두꺼비로60번길 26-5  1층 (산남동),043 -287 -4780
2132,일반음식점,진한 수육국밥, 청주시 서원구 서원남로 53  1층 (모충동),043 -287 -4949
2133,일반음식점,디아파송, 청주시 서원구 청남로 1865-12  2층 (미평동),043 -287 -5007
2134,일반음식점,서원고기집, 청주시 서원구 남들로35번길 44-2  1층 (모충동),043 -287 -5097
2135,일반음식점,불스 떡볶이, 청주시 서원구 청남로 2100  1층 (수곡동),043 -287 -5554
2136,일반음식점,짬뽕생각 산남점, 청주시 서원구 원흥로80번길 8  1층 (산남동),043 -287 -5989
2137,일반음식점,싱싱해물포차, 청주시 서원구 안뜸로 60  102호 (분평동),043 -287 -6002
2138,일반음식점,심쿵떡볶이, 청주시 서원구 청남로 2129  1층 (모충동),043 -287 -6082
2139,일반음식점,큰딸밥상, 청주시 서원구 수곡로3번길 64  1층 (수곡동),043 -287 -6088
2140,일반음식점,흑산도홍어회, 청주시 서원구 원마루로20번길 17  1층 (분평동),043 -287 -6469
2141,일반음식점,마린시티, 청주시 서원구 두꺼비로60번길 11-18  1층 (산남동),043 -287 -6689
2142,일반음식점,여빈의 삿뽀로, 청주시 서원구 원마루로14번길 6  1층 (분평동),043 -287 -7411
2143,일반음식점,더키크래프트 교대점, 청주시 서원구 구룡산로346번길 61  1층 (수곡동  주건축물제1동),043 -287 -8052
2144,일반음식점,초가집, 청주시 서원구 1순환로1107번길 20  외 1필지 1층 116호 117호 118호 (분평동),043 -287 -8089
2145,일반음식점,수제김밥, 청주시 서원구 청남로 2119-1 (모충동  (1층)),043 -287 -8755
2146,일반음식점,J(제이), 청주시 서원구 두꺼비로70번길 82  1층 (산남동),043 -287 -8788
2147,일반음식점,남들순두부, 청주시 서원구 남들로35번길 20  1층 (모충동),043 -287 -8859
2148,일반음식점,돈우촌, 청주시 서원구 청남로 1992  1층 1호 (분평동),043 -287 -9282
2149,일반음식점,시장불고기삼겹살, 청주시 서원구 원마루로10번길 17  1층 (분평동),043 -287 -9285
2150,일반음식점,디에떼에스프레소산남점, 청주시 서원구 산남로70번길 14  1층 (산남동),043 -287 -9301
2151,일반음식점,뱃놈, 청주시 서원구 안뜸로12번길 31  1층 (분평동),043 -287 -9400
2152,일반음식점,즐거운나의집돌솥밥전문점, 청주시 서원구 1순환로1063번길 77  2층 202호 (분평동  라데팡스륀느관),043 -287 -9595
2153,일반음식점,호식이두마리치킨(분평점), 청주시 서원구 매봉로12번길 21-2  1층 (분평동),043 -287 -9997
2154,일반음식점,야채꽃샤브월남쌈분평점, 청주시 서원구 1순환로 1050  1층 (미평동),043 -288 -0006
2155,일반음식점,섹소폰라이브, 청주시 서원구 수곡로 111  2층 (수곡동),043 -288 -0063
2156,일반음식점,파스타다(PASTADA), 청주시 서원구 1순환로1063번길 97 (분평동  벤쳐타워 501호(5층)),043 -288 -0072
2157,일반음식점,온스키친(on's kitchen)찜과함께, 청주시 서원구 수곡로37번길 16-10  1층 (수곡동),043 -288 -0477
2158,일반음식점,홍장군집, 청주시 서원구 수곡로 29-1  1층 (수곡동),043 -288 -0496
2159,일반음식점,꽃쟁반, 청주시 서원구 산남로70번길 26  청주브릭스타워 1층 106호 (산남동),043 -288 -0525
2160,일반음식점,주막, 청주시 서원구 수곡로77번길 8-10  1층 (수곡동),043 -288 -0756
2161,일반음식점,이가네참부대찌개, 청주시 서원구 분평로6번길 14-5 (분평동 (1층)),043 -288 -0863
2162,일반음식점,전여사불닭발, 청주시 서원구 원흥로80번길 31-2  1층 (산남동),043 -288 -1014
2163,일반음식점,화양동매운탕, 청주시 서원구 1순환로 1108  1층 (분평동),043 -288 -1050
2164,일반음식점,느리실, 청주시 서원구 산남로 32  코코타워 1층 111호 (산남동),043 -288 -1110
2165,일반음식점,숯겹살충청본점, 청주시 서원구 두꺼비로94번길 56-15  1층 (산남동),043 -288 -1616
2166,일반음식점,숯불양다리구이(2호점), 청주시 서원구 두꺼비로94번길 26-16  1층 (산남동),043 -288 -1688
2167,일반음식점,마네키네코, 청주시 서원구 두꺼비로78번길 63-1  1층 101호 (산남동),043 -288 -1699
2168,일반음식점,광어2마리17000원, 청주시 서원구 탑골로37번길 14 (산남동 (1층)),043 -288 -1701
2169,일반음식점,먹통무안뻘낙지, 청주시 서원구 두꺼비로60번길 4-1  1층 (산남동),043 -288 -1883
2170,일반음식점,연, 청주시 서원구 원흥로 72 (산남동  지상 1.2층),043 -288 -1910
2171,일반음식점,밥보다맛있는떡볶이방이얌, 청주시 서원구 두꺼비로70번길 36  1층 (산남동),043 -288 -1954
2172,일반음식점,나무, 청주시 서원구 서원남로 27-1  1층 (모충동),043 -288 -2010
2173,일반음식점,더맛듦, 청주시 서원구 두꺼비로94번길 26-2  1층 (산남동),043 -288 -2389
2174,일반음식점,이것이짬뽕이다.미미반점, 청주시 서원구 원흥로80번길 31-12  1층 (산남동),043 -288 -2432
2175,일반음식점,서연, 청주시 서원구 남이면 양촌길 4  1층,043 -288 -2588
2176,일반음식점,헝그리브라더스필라프앤파스타, 청주시 서원구 두꺼비로94번길 4-8  1층 103호 (산남동),043 -288 -2860
2177,일반음식점,현대옥청주분평지점, 청주시 서원구 1순환로 1130-1  1층 (분평동),043 -288 -2880
2178,일반음식점,바램 산남점, 청주시 서원구 두꺼비로60번길 25-14  1층 (산남동),043 -288 -2992
2179,일반음식점,역전할머니맥주 산남점, 청주시 서원구 산남로70번길 14  1층  107~109호 (산남동),043 -288 -3009
2180,일반음식점,청주우동, 청주시 서원구 두꺼비로 19  1층 (산남동),043 -288 -3322
2181,일반음식점,헬로우몽키, 청주시 서원구 산남로 16  1층 (산남동),043 -288 -3362
2182,일반음식점,청주시오야끼, 청주시 서원구 두꺼비로28번길 37  1층 (산남동),043 -288 -3496
2183,일반음식점,분평해장국, 청주시 서원구 월평로 7  지상1층 108호  109호 (분평동  퓨전빌딩),043 -288 -3646
2184,일반음식점,카스톡스, 청주시 서원구 분평로 95  1층 (분평동),043 -288 -3807
2185,일반음식점,진승수제족발, 청주시 서원구 남들로35번길 47 (모충동 (지하1층)),043 -288 -5081
2186,일반음식점,팔팔생고기, 청주시 서원구 원마루로20번길 11  1층 (분평동),043 -288 -5151
2187,일반음식점,25시반점, 청주시 서원구 구룡산로 331-1  1층 (수곡동),043 -288 -5508
2188,일반음식점,강남동태탕, 청주시 서원구 원흥로80번길 30  1층 (산남동),043 -288 -5536
2189,일반음식점,대추나무집토종닭, 청주시 서원구 남이면 가마2길 23-40,043 -288 -5560
2190,일반음식점,미스터고삐, 청주시 서원구 원마루로20번길 8-1 (분평동 지상1층),043 -288 -5592
2191,일반음식점,돌판삼겹살 쌈, 청주시 서원구 두꺼비로30번길 14  1층 (산남동),043 -288 -6222
2192,일반음식점,놀랄만두하군, 청주시 서원구 청남로 2124 (모충동  리드빌딩 103호 일부(1층)),043 -288 -6500
2193,일반음식점,국수나무산남점, 청주시 서원구 산남로24번길 3 (산남동 외 1필지 103호(1층)),043 -288 -6661
2194,일반음식점,카페 백비헌, 청주시 서원구 두꺼비로 30  1층 (산남동),043 -288 -7091
2195,일반음식점,까르르스타, 청주시 서원구 산남로62번길 15  7층 (산남동  701 702 703 704호),043 -288 -7300
2196,일반음식점,신용한우촌, 청주시 서원구 구룡산로371번길 108  1층 (모충동),043 -288 -7431
2197,일반음식점,후라이드 참 잘하는 집, 청주시 서원구 구룡산로 325  1층 (수곡동),043 -288 -7441
2198,일반음식점,육회연가산남점, 청주시 서원구 산남로62번길 15  두꺼비빌딩 1층 111호 (산남동),043 -288 -7447
2199,일반음식점,대게마트 분평점, 청주시 서원구 1순환로1063번길 11  1층 (분평동),043 -288 -7691
2200,일반음식점,한솥도시락(청주 산남 법원점), 청주시 서원구 산남로 63 (산남동),043 -288 -7740
2201,일반음식점,미가순대, 청주시 서원구 서원남로 56-7  2층 (모충동),043 -288 -7893
2202,일반음식점,한시랑이 손만두, 청주시 서원구 원마루로8번길 8-13  1층 (분평동),043 -288 -8088
2203,일반음식점,노랑통닭, 청주시 서원구 구룡산로 246  1층 103호 (수곡동),043 -288 -8258
2204,일반음식점,정숙이네포차, 청주시 서원구 구룡산로389번길 52 (모충동  (1층)),043 -288 -8288
2205,일반음식점,미락, 청주시 서원구 두꺼비로94번길 12-11  1층 (산남동),043 -288 -8470
2206,일반음식점,착한감자탕(청주본점), 청주시 서원구 청남로2036번길 4  1층 (수곡동),043 -288 -8545
2207,일반음식점,소담한, 청주시 서원구 원흥로80번길 24  1층 (산남동),043 -288 -8660
2208,일반음식점,선수, 청주시 서원구 두꺼비로70번길 18  1층 (산남동),043 -288 -8668
2209,일반음식점,전계영보양마루 수곡점, 청주시 서원구 청남로2097번길 4  1층 (수곡동),043 -288 -8682
2210,일반음식점,이차돌청주산남점, 청주시 서원구 산남로62번길 26  1층 101 일부호 (산남동),043 -288 -8688
2211,일반음식점,삼대째손두부미평점, 청주시 서원구 궁뜰로34번길 68  1층 (미평동),043 -288 -8848
2212,일반음식점,민들레야채곱창, 청주시 서원구 수곡로27번길 36  1층 (수곡동),043 -288 -8859
2213,일반음식점,루멘, 청주시 서원구 두꺼비로 8 (산남동  (1층)),043 -288 -8862
2214,일반음식점,미스터호프, 청주시 서원구 1순환로1107번길 24  1층 (분평동),043 -288 -8874
2215,일반음식점,유황생고기, 청주시 서원구 두꺼비로94번길 4-1  1층 (산남동),043 -288 -8892
2216,일반음식점,상모야, 청주시 서원구 두꺼비로78번길 63-10  1층 (산남동),043 -288 -8905
2217,일반음식점,파드러슈파닭치킨, 청주시 서원구 두꺼비로45번길 18  102호 (산남동  푸르지오@상가 (1층)),043 -288 -9270
2218,일반음식점,95번지카페, 청주시 서원구 청남로 2083  1층 (수곡동),043 -288 -9514
2219,일반음식점,뺑이25時, 청주시 서원구 두꺼비로70번길 40  1층 (산남동),043 -288 -9853
2220,일반음식점,푸라닭치킨 청주교대점, 청주시 서원구 청남로 2083  1층 (수곡동),043 -288 -9992
2221,일반음식점,동흥반점, 청주시 서원구 구룡산로 260  1 2층 (수곡동),043 -291 -0588
2222,일반음식점,베스트한식뷔페, 청주시 서원구 수곡로5번길 3  1층 (수곡동),043 -291 -0605
2223,일반음식점,청풍, 청주시 서원구 매봉로76번길 55  1층 (수곡동),043 -291 -1020
